Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit,messenger_team
1,Boston Celtics,63.5,18.5,.774,-0.06,-1.47,10.05,43-12,20-7,70-12,54-28,100.0%,100.0%,65.9%,48.0%,64,1,0.48,bos,Celtics
2,Cleveland Cavaliers,54.1,27.9,.660,-0.70,-0.19,4.98,36-17,18-11,63-19,44-38,100.0%,94.8%,13.9%,6.3%,54,1,0.063,cle,Cavaliers
3,New York Knicks,49.1,32.9,.599,-0.43,0.40,4.12,33-22,16-11,58-24,39-43,99.3%,,8.0%,2.9%,49,0.993,0.028999999999999998,ny,Knicks
4,Milwaukee Bucks,48.7,33.3,.594,-0.79,1.17,2.39,35-21,14-12,58-24,41-41,98.6%,4.9%,3.3%,1.0%,49,0.986,0.01,mil,Bucks
5,Philadelphia 76ers,48.1,33.9,.587,-0.91,0.32,3.48,32-22,16-12,56-26,39-43,97.7%,,5.0%,1.7%,48,0.977,0.017,phi,76ers
6,Orlando Magic,45.9,36.1,.560,0.28,-2.01,1.16,30-25,16-11,55-27,37-45,92.3%,66.3%,1.6%,0.4%,46,0.9229999999999999,0.004,orl,Magic
7,Indiana Pacers,44.6,37.4,.544,-0.36,0.27,1.07,31-25,14-12,54-28,36-46,85.8%,0.3%,1.5%,0.3%,45,0.858,0.003,ind,Pacers
8,Miami Heat,44.0,38.0,.536,-0.33,-0.83,-0.13,30-25,14-13,53-29,35-47,81.4%,33.7%,0.6%,0.1%,44,0.8140000000000001,0.001,mia,Heat
9,Chicago Bulls,38.0,44.0,.464,-0.65,0.41,-1.79,26-29,12-15,48-34,29-53,22.5%,,,0,38,0.225,0,chi,Bulls
10,Atlanta Hawks,35.9,46.1,.438,-0.02,-0.29,-2.58,24-31,12-15,45-37,27-55,12.7%,,,0,36,0.127,0,atl,Hawks
11,Brooklyn Nets,34.4,47.6,.419,0.50,-1.22,-1.78,21-33,13-15,45-37,26-56,9.4%,,,0,34,0.094,0,bkn,Nets
12,Toronto Raptors,30.1,51.9,.367,0.05,-0.39,-3.84,19-36,11-16,40-42,21-61,0.3%,,,0,30,0.003,0,tor,Raptors
13,Charlotte Hornets,19.0,63.0,.232,-0.06,0.67,-10.80,13-41,6-22,28-54,13-69,0,,,0,19,0,0,cha,Hornets
14,Washington Wizards,16.6,65.4,.203,0.00,0.25,-9.09,9-45,8-20,26-56,9-73,0,,,0,17,0,0,wsh,Wizards
15,Detroit Pistons,15.5,66.5,.189,0.13,0.12,-9.00,8-46,8-20,24-58,8-74,0,,,0,16,0,0,det,Pistons
1,Minnesota Timberwolves,57.8,24.2,.705,-0.02,-0.39,7.24,39-16,19-8,65-17,47-35,100.0%,67.9%,32.8%,14.9%,58,1,0.149,min,T-Wolves
2,Oklahoma City Thunder,56.4,25.6,.688,0.07,-0.57,7.26,37-17,19-9,64-18,47-35,100.0%,30.4%,31.2%,13.6%,56,1,0.136,okc,Thunder
3,LA Clippers,54.5,27.5,.664,-0.07,0.15,5.50,36-17,18-11,64-18,43-39,100.0%,98.8%,15.5%,5.5%,54,1,0.055,lac,Clippers
4,Denver Nuggets,52.5,29.5,.640,0.32,-0.58,3.45,36-19,16-11,60-22,43-39,99.7%,1.7%,7.3%,2.0%,52,0.997,0.02,den,Nuggets
5,New Orleans Pelicans,49.2,32.8,.601,-0.11,0.26,4.13,33-22,16-11,58-24,37-45,96.0%,78.7%,7.1%,2.2%,49,0.96,0.022000000000000002,no,Pelicans
6,Phoenix Suns,46.2,35.8,.564,-1.17,2.31,2.09,33-22,13-14,55-27,36-46,74.3%,0.7%,1.9%,0.3%,46,0.743,0.003,phx,Suns
7,Dallas Mavericks,46.4,35.6,.566,0.10,0.04,1.51,32-23,14-13,55-27,36-46,75.4%,21.3%,1.5%,0.2%,46,0.754,0.002,dal,Mavericks
8,Sacramento Kings,45.6,36.4,.556,0.47,0.58,0.96,31-23,15-13,55-27,36-46,67.8%,0.4%,0.9%,0.2%,46,0.6779999999999999,0.002,sac,Kings
9,Golden State Warriors,44.1,37.9,.537,0.80,-1.21,2.35,27-26,17-12,52-30,35-47,48.9%,0.1%,1.4%,0.3%,44,0.489,0.003,gs,Warriors
10,Los Angeles Lakers,42.8,39.2,.522,0.39,0.63,0.27,30-26,13-13,52-30,34-48,32.5%,,0.4%,0.1%,43,0.325,0.001,lal,Lakers
11,Houston Rockets,38.6,43.4,.471,0.18,-0.17,0.77,24-30,15-13,48-34,30-52,4.9%,0.1%,,0,39,0.049,0,hou,Rockets
12,Utah Jazz,36.9,45.1,.450,0.39,0.90,-2.29,26-30,11-15,46-36,28-54,0.5%,,,0,37,0.005,0,uta,Jazz
13,Memphis Grizzlies,30.4,51.6,.371,0.86,-0.89,-5.07,20-36,10-16,40-42,22-60,0,,,0,30,0,0,mem,Grizzlies
14,Portland Trail Blazers,22.9,59.1,.279,0.73,0.70,-8.11,15-39,8-20,32-50,15-67,0,,,0,23,0,0,por,Blazers
15,San Antonio Spurs,18.1,63.9,.220,0.41,1.33,-8.21,11-44,7-20,26-56,11-71,0,,,0,18,0,0,sa,Spurs
