Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,First Round Seed1,First Round Seed2,First Round Seed3,First Round Seed4,First Round Seed5,First Round Seed6,First Round Seed7,First Round Seed8,NA,Pre Play-In1-6,Pre Play-In7,Pre Play-In8,Pre Play-In9,Pre Play-In10,Pre Play-InOut,NA,Win Conf,Win Finals
1,Boston Celtics,62.5,19.5,.762,0.29,-1.68,9.90,39-12,24-7,69-13,50-32,100.0%,99.9%,99.6,0.4,NA,NA,NA,NA,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,62.6%,45.2%
2,Cleveland Cavaliers,53.3,28.7,.650,-0.62,-0.35,4.55,33-16,20-13,63-19,42-40,100.0%,81.6%,0.3,57,25.4,11.2,4.6,1.3,0.1,0.1,NA,99.8,0.2,NA,NA,NA,,NA,10.3%,4.1%
3,New York Knicks,52.3,29.7,.638,-0.61,0.49,5.24,33-18,19-12,60-22,40-42,99.9%,0.1%,0.1,28.1,38,21.7,9.3,2.3,0.4,0.1,NA,99.4,0.5,0.1,NA,NA,,NA,12.9%,5.8%
4,Milwaukee Bucks,50.1,31.9,.611,-0.69,0.68,2.80,33-18,17-14,59-23,40-42,99.5%,17.3%,NA,10,22.8,32.7,22,9.1,1.9,0.9,NA,96.7,2.8,0.5,NA,NA,,NA,4.4%,1.3%
5,Philadelphia 76ers,49.0,33.0,.598,-0.85,0.01,3.95,30-20,19-13,59-23,37-45,99.0%,,NA,4,11.2,24.6,35.7,16.3,5.1,2.1,NA,91.8,6.7,1.4,0.1,NA,,NA,6.5%,2.5%
6,Indiana Pacers,45.3,36.7,.553,-0.22,-0.13,1.61,29-23,16-14,55-27,35-47,91.0%,1.2%,NA,0.4,1.5,5.3,14.5,30.1,26.2,13,NA,51.8,33.4,13.5,1.2,0.2,,NA,1.9%,0.5%
7,Orlando Magic,44.6,37.4,.544,0.19,-1.54,0.63,27-24,18-13,54-28,35-47,87.5%,70.3%,NA,0.1,0.9,4,11.2,28.9,27,15.4,NA,45.0,32.6,19.7,2.3,0.3,0.1,NA,1.0%,0.3%
8,Miami Heat,42.2,39.8,.514,-0.71,-0.06,-1.02,28-24,14-16,53-29,33-49,71.0%,29.4%,NA,NA,0.1,0.6,2.8,11.7,31.8,24,NA,15.2,22,50.4,9.8,2.3,0.4,NA,0.3%,
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Chicago Bulls,37.4,44.6,.457,-0.68,0.35,-2.09,24-27,13-18,47-35,28-54,21.5%,,NA,NA,NA,NA,NA,0.2,4.1,17.1,NA,0.2,1.2,7.9,43.3,27.8,19.6,NA,,
10,Atlanta Hawks,36.0,46.0,.439,0.09,-0.50,-2.32,22-29,14-17,46-36,27-55,13.6%,0.3%,NA,NA,NA,NA,NA,0.1,1.4,12.1,NA,0.1,0.3,2.8,21.4,34.5,41.0,NA,0.1%,
11,Brooklyn Nets,35.4,46.6,.431,0.12,-0.49,-1.12,20-30,15-17,47-35,26-56,15.9%,,NA,NA,NA,NA,NA,NA,2,13.8,NA,,0.3,3.6,20.8,29.9,45.4,NA,0.1%,
12,Toronto Raptors,31.4,50.6,.383,0.08,-0.42,-3.22,18-33,13-18,42-40,20-62,1.3%,,NA,NA,NA,NA,NA,NA,NA,1.3,NA,,NA,0.1,1.2,5.1,93.6,NA,,
13,Washington Wizards,17.0,65.0,.208,-0.32,0.74,-9.64,9-41,8-24,26-56,10-72,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
14,Charlotte Hornets,16.7,65.3,.203,0.08,0.46,-11.62,10-40,7-25,27-55,10-72,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,Detroit Pistons,15.6,66.4,.190,0.21,-0.03,-9.05,7-43,9-23,25-57,7-75,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
1,Oklahoma City Thunder,56.6,25.4,.690,-0.04,-0.45,7.71,35-16,22-9,64-18,47-35,100.0%,50.4%,42.8,26.1,18.1,11.2,1.8,0.1,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,34.7%,16.9%
2,Minnesota Timberwolves,55.6,26.4,.679,0.11,-0.43,6.09,35-16,21-10,65-17,44-38,100.0%,34.2%,29.2,24.5,24.1,17.9,4,0.3,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,21.0%,8.3%
3,Los Angeles Clippers,54.8,27.2,.668,-0.12,0.09,5.98,34-16,21-11,64-18,44-38,100.0%,99.3%,14.7,30.1,25.8,22.7,6.3,0.5,NA,NA,NA,100.0,NA,NA,NA,NA,,NA,19.6%,7.7%
4,Denver Nuggets,54.6,27.4,.666,0.31,-0.59,4.51,35-16,20-11,64-18,44-38,100.0%,15.4%,13.1,17.9,26.9,32.7,8.6,0.7,0.1,NA,NA,99.9,0.1,NA,NA,NA,,NA,11.4%,3.9%
5,New Orleans Pelicans,49.5,32.5,.604,0.22,-0.50,4.63,30-21,20-11,58-24,40-42,98.6%,93.2%,0.2,1.5,5,14.1,59.5,13.2,3.4,1.8,NA,93.5,4.3,1.4,0.6,0.1,0.1,NA,8.6%,2.7%
6,Phoenix Suns,45.4,36.6,.554,-1.15,1.79,1.70,30-21,15-16,55-27,36-46,78.0%,0.4%,NA,NA,0.1,0.8,8.8,32.2,22.1,14.1,NA,41.8,25.3,15.3,9.6,4.8,3.2,NA,1.8%,0.4%
7,Sacramento Kings,44.6,37.4,.544,0.12,1.12,0.36,29-21,16-16,54-28,35-47,70.0%,0.2%,NA,NA,0.1,0.5,5.3,27.9,20.3,15.9,NA,33.8,24.5,17.4,12,7.3,5.1,NA,0.7%,0.1%
8,Dallas Mavericks,43.7,38.3,.532,0.26,-0.12,0.22,28-23,16-15,54-28,34-48,56.6%,6.2%,NA,NA,NA,0.2,4.1,13.7,20.9,17.7,NA,18.0,20.7,22.6,16.6,12,10.1,NA,0.7%,0.1%
,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,,
9,Golden State Warriors,42.1,39.9,.513,0.84,-0.94,1.65,23-25,19-15,52-30,32-50,38.0%,,NA,NA,NA,NA,0.9,4.9,13.9,18.3,NA,5.8,10.3,16.5,21.1,20.3,26.0,NA,0.8%,0.2%
10,Los Angeles Lakers,41.5,40.5,.506,0.46,0.46,-0.42,27-25,15-15,50-32,32-50,28.8%,,NA,NA,NA,NA,0.5,4.1,9.8,14.5,NA,4.5,8.7,13.4,18.4,21.1,33.8,NA,0.2%,
11,Houston Rockets,40.3,41.7,.491,0.32,-0.42,1.32,23-27,17-15,51-31,30-52,20.9%,0.6%,NA,NA,NA,NA,0.2,1.9,6.8,12,NA,2.1,4.4,8.9,13.3,20,51.3,NA,0.3%,0.1%
12,Utah Jazz,39.4,42.6,.480,0.35,0.77,-1.48,26-26,13-17,50-32,30-52,9.2%,,NA,NA,NA,NA,0.1,0.6,2.8,5.7,NA,0.7,1.8,4.4,8.4,14.4,70.3,NA,,
13,Memphis Grizzlies,30.3,51.7,.370,1.00,-0.87,-5.22,18-33,12-19,40-42,19-63,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
14,Portland Trail Blazers,24.5,57.5,.299,0.56,0.88,-7.70,15-35,10-22,35-47,16-66,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
15,San Antonio Spurs,18.1,63.9,.221,0.41,1.13,-8.18,10-41,8-23,28-54,10-72,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,100.0,NA,,
