Rk,TEAM,W,L,W/L%,SOS,rSOS,SRS,Current,Remain,Best,Worst,Playoffs,Division,Win Conf,Win Finals,wins,make_playoffs,win_finals,unit
1,Boston Celtics,56.6,25.4,.691,-0.35,0.34,5.78,42-17,15-8,64-18,48-34,100.0%,93.5%,32.9%,22.9%,57,1,0.22899999999999998,bos
2,Milwaukee Bucks,54.8,27.2,.669,-0.11,0.23,3.12,41-17,14-10,63-19,46-36,100.0%,77.7%,11.9%,6.3%,55,1,0.063,mil
3,Cleveland Cavaliers,51.9,30.1,.633,-0.02,-0.72,5.60,38-23,14-7,59-23,44-38,100.0%,22.3%,28.1%,19.1%,52,1,0.191,cle
4,Philadelphia 76ers,52.0,30.0,.634,-0.37,1.02,3.52,38-19,14-11,60-22,42-40,100.0%,6.4%,12.9%,7.3%,52,1,0.073,phi
5,Brooklyn Nets,47.0,35.0,.573,0.05,0.21,1.77,34-24,13-11,56-26,39-43,97.8%,,4.5%,2.1%,47,0.978,0.021,bkn
6,New York Knicks,45.1,36.9,.550,0.04,0.24,2.27,33-27,12-10,53-29,37-45,91.4%,,5.4%,2.5%,45,0.914,0.025,ny
7,Miami Heat,43.2,38.8,.527,-0.02,0.60,0.01,32-27,11-12,52-30,35-47,74.4%,70.2%,1.5%,0.5%,43,0.7440000000000001,0.005,mia
8,Washington Wizards,40.7,41.3,.496,0.15,-0.21,0.45,28-30,13-11,50-32,31-51,47.7%,18.6%,1.0%,0.4%,41,0.47700000000000004,0.004,wsh
9,Atlanta Hawks,39.9,42.1,.487,-0.22,0.72,-0.58,29-30,11-12,48-34,31-51,33.4%,11.2%,0.5%,0.2%,40,0.33399999999999996,0.002,atl
10,Toronto Raptors,39.7,42.3,.484,0.00,0.42,0.87,28-31,12-11,47-35,31-51,34.9%,,1.1%,0.4%,40,0.349,0.004,tor
11,Chicago Bulls,37.8,44.2,.461,0.33,-0.40,0.04,26-33,12-11,46-36,30-52,16.2%,,0.3%,0.1%,38,0.162,0.001,chi
12,Indiana Pacers,35.7,46.3,.436,0.47,-0.39,-2.16,26-34,10-12,44-38,28-54,3.6%,,,0,36,0.036000000000000004,0,ind
13,Orlando Magic,34.1,47.9,.415,0.28,-0.11,-2.49,24-35,10-13,42-40,26-56,0.5%,,,0,34,0.005,0,orl
14,Detroit Pistons,22.6,59.4,.276,0.78,-0.59,-6.81,15-44,8-15,32-50,15-67,0,,,0,23,0,0,det
15,Charlotte Hornets,24.5,57.5,.299,0.38,0.26,-6.04,17-43,8-14,33-49,17-65,0,,,0,24,0,0,cha
1,Denver Nuggets,54.8,27.2,.669,-0.38,0.03,3.98,41-18,14-9,62-20,46-36,100.0%,100.0%,30.0%,13.9%,55,1,0.139,den
2,Memphis Grizzlies,50.5,31.5,.616,-0.11,-0.84,3.80,35-22,16-9,58-24,41-41,100.0%,97.7%,27.2%,12.2%,50,1,0.122,mem
3,Sacramento Kings,45.1,36.9,.550,-0.70,0.63,1.58,32-25,13-12,54-28,35-47,91.8%,50.1%,9.3%,2.8%,45,0.9179999999999999,0.027999999999999997,sac
4,Phoenix Suns,43.5,38.5,.531,-0.08,0.34,1.29,32-28,12-10,52-30,35-47,81.8%,29.3%,7.5%,2.2%,44,0.818,0.022000000000000002,phx
5,Dallas Mavericks,43.2,38.8,.527,0.17,-1.17,0.65,31-29,12-10,51-31,35-47,76.8%,1.5%,5.2%,1.4%,43,0.768,0.013999999999999999,dal
6,LA Clippers,42.9,39.1,.523,-0.63,1.18,-0.31,33-28,10-11,51-31,34-48,67.5%,15.3%,2.6%,0.7%,43,0.675,0.006999999999999999,lac
7,New Orleans Pelicans,42.8,39.2,.522,0.03,-0.81,1.44,30-29,13-10,51-31,34-48,72.4%,0.9%,6.4%,2.1%,43,0.7240000000000001,0.021,no
8,Oklahoma City Thunder,41.9,40.1,.511,0.05,-0.42,1.70,28-29,14-11,50-32,33-49,57.8%,,4.9%,1.5%,42,0.578,0.015,okc
9,Golden State Warriors,41.1,40.9,.501,-0.04,-0.11,0.04,29-29,12-12,49-33,32-50,43.7%,5.0%,2.3%,0.5%,41,0.43700000000000006,0.005,gs
10,Minnesota Timberwolves,41.1,40.9,.501,-0.19,0.09,-0.25,31-30,10-11,49-33,33-49,44.6%,,1.8%,0.5%,41,0.446,0.005,min
11,Utah Jazz,40.4,41.6,.493,0.04,-0.39,0.37,29-31,11-11,49-33,32-50,34.0%,,1.7%,0.4%,40,0.34,0.004,uta
12,Portland Trail Blazers,39.6,42.4,.483,-0.16,0.16,-0.31,28-30,12-12,48-34,31-51,23.7%,,0.9%,0.2%,40,0.237,0.002,por
13,Los Angeles Lakers,37.9,44.1,.462,-0.05,0.04,-1.21,27-32,11-12,47-35,30-52,6.0%,0.2%,0.1%,0,38,0.06,0,lal
14,Houston Rockets,19.9,62.1,.243,0.34,0.11,-8.06,13-45,7-17,30-52,13-69,0,,,0,20,0,0,hou
15,San Antonio Spurs,19.5,62.5,.238,0.31,0.19,-9.86,14-45,5-18,26-56,14-68,0,,,0,20,0,0,sa
