Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,9.416181302,7.757319115,64.5614,>99.9,69.3,51.3,37.16,Boston Celtics,bos,65,0.9990000000000001,0.3716
Thunder,West,9.335495509,3.942920789,58.0344,>99.9,36.58,18.98,8.08,Oklahoma City Thunder,okc,58,0.9990000000000001,0.0808
Pelicans,West,7.185876411,2.422848422,50.344,99.16,19.74,8.24,2.72,New Orleans Pelicans,no,50,0.9915999999999999,0.027200000000000002
T-Wolves,West,7.000300824,3.736107635,57.1346,>99.9,34.38,17.06,7.34,Minnesota Timberwolves,min,57,0.9990000000000001,0.07339999999999999
Cavaliers,East,6.355308404,4.621152511,54.1528,>99.9,42.18,17.68,9.04,Cleveland Cavaliers,cle,54,0.9990000000000001,0.0904
Bucks,East,6.010304675,3.125885744,52.894,>99.9,29.5,10.36,4.7,Milwaukee Bucks,mil,53,0.9990000000000001,0.047
Clippers,West,5.67863331,2.162009872,53.3578,99.94,23.68,8.98,3.02,LA Clippers,lac,53,0.9994,0.0302
Suns,West,2.892787091,1.98940964,45.5614,71,10.76,4.36,1.1,Phoenix Suns,phx,46,0.71,0.011000000000000001
Nuggets,West,2.734476481,5.85126376,54.3588,>99.9,49.34,33.26,16.64,Denver Nuggets,den,54,0.9990000000000001,0.1664
Knicks,East,1.905517113,2.707648885,47.0448,96.72,17.58,6.86,2.6,New York Knicks,ny,47,0.9672,0.026000000000000002
76ers,East,1.251814435,3.484599415,45.836,93.04,19.22,7.98,3.48,Philadelphia 76ers,phi,46,0.9304000000000001,0.0348
Magic,East,1.176543563,-0.588808068,46.8984,94.8,6.02,1.38,0.34,Orlando Magic,orl,47,0.948,0.0034000000000000002
Warriors,West,1.089975125,2.09603148,44.6076,55.82,8.96,3.3,1.24,Golden State Warriors,gs,45,0.5582,0.0124
Heat,East,0.874921372,1.870991319,46.2916,92.96,11.88,3.56,1.22,Miami Heat,mia,46,0.9296,0.012199999999999999
Pacers,East,0.647845815,-2.260814836,44.3134,77.94,2.36,0.3,0.06,Indiana Pacers,ind,44,0.7794,6e-4
Kings,West,0.40017912,0.904887122,46.0258,77.08,8.8,3.22,0.64,Sacramento Kings,sac,46,0.7707999999999999,0.0064
Mavericks,West,0.327041091,-0.468192119,45.5698,63.54,4.1,1.22,0.2,Dallas Mavericks,dal,46,0.6354,0.002
Lakers,West,-0.313622266,1.671670562,42.3368,32.52,3.64,1.38,0.2,Los Angeles Lakers,lal,42,0.32520000000000004,0.002
Bulls,East,-0.555422087,0.342398031,38.9766,28.88,1.54,0.5,0.2,Chicago Bulls,chi,39,0.2888,0.002
Rockets,West,-0.80921611,-4.958544951,37.3648,0.86,<0.1,<0.1,<0.1,Houston Rockets,hou,37,0.0086,0.001
Nets,East,-2.958834084,-2.314108223,33.7004,5.96,0.06,<0.1,<0.1,Brooklyn Nets,bkn,34,0.0596,0.001
Jazz,West,-2.99996784,-3.488123822,34.9286,0.08,<0.1,<0.1,<0.1,Utah Jazz,uta,35,8e-4,0.001
Raptors,East,-3.166128136,-1.390861165,31.2434,1.54,<0.1,<0.1,<0.1,Toronto Raptors,tor,31,0.0154,0.001
Hawks,East,-3.93914053,-0.867517293,34.4616,8.2,0.34,0.08,<0.1,Atlanta Hawks,atl,34,0.08199999999999999,0.001
Grizzlies,West,-6.39712314,-3.09560687,27.4226,<0.1,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,27,0.001,0.001
Spurs,West,-7.192701887,-9.952623346,18.7392,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,19,0.001,0.001
Pistons,East,-8.013425457,-8.745194291,16.0086,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,16,0.001,0.001
Blazers,West,-8.388309766,-8.300715885,22.698,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,23,0.001,0.001
Wizards,East,-9.231792614,-6.219820075,15.32,<0.1,<0.1,<0.1,<0.1,Washington Wizards,wsh,15,0.001,0.001
Hornets,East,-10.49788252,-8.182310239,19.8128,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,20,0.001,0.001
