Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,11.97002425,8.381019856,64.814,>99.9,68.2,55.9,39.9
Thunder,West,8.042024348,4.34368571,57.538,>99.9,35.8,20.2,9.4
Pelicans,West,6.768515101,3.629661589,49.824,98.5,25.5,10.9,4.4
T-Wolves,West,6.127974333,4.259231153,56.464,>99.9,33.5,17,6.4
Nuggets,West,4.83917535,6.134197285,56.765,>99.9,48.1,31.4,15.9
Suns,West,4.178714314,2.798371204,47.482,79,13.4,5.8,1.5
Cavaliers,East,4.086997936,3.322463974,49.573,>99.9,29,10.4,5
Bucks,East,4.04482756,3.227720374,51.864,>99.9,30.7,9.7,3.4
Clippers,West,3.426306608,1.782538237,51.571,99.5,16,6.3,1.7
Knicks,East,3.090541503,3.262008952,48.246,99.6,25.2,8.6,4.2
Mavericks,West,2.8491096,1.089092083,49.78,97.7,13.4,3.8,1.2
Pacers,East,2.729951973,-0.584720619,46.539,93,5.9,1.3,0.4
Warriors,West,2.324551532,2.168380173,44.626,23.5,3.6,1.5,0.5
Magic,East,1.804378056,0.227792123,47.704,97.4,7.2,2.3,0.3
Heat,East,1.357595741,2.817928698,45.647,90,17.8,6.5,2.5
Kings,West,0.660837485,0.311853389,46.536,63.1,5,1.2,0.2
Rockets,West,0.139277881,-2.389837661,41.796,1.3,0.2,<0.1,<0.1
Lakers,West,0.136792251,2.048473029,45.627,37.4,5.5,1.9,0.5
Bulls,East,0.087660161,-0.473983244,39.033,21.3,0.3,0.2,0.1
Hawks,East,-1.964798995,-0.941448095,38.054,16.8,0.2,0.1,<0.1
76ers,East,-2.339438165,2.943422554,43.396,81.9,15.5,5,2.5
Jazz,West,-3.444493594,-4.997284971,31.234,—,—,—,—
Spurs,West,-4.710015119,-8.730874135,20.372,—,—,—,—
Nets,East,-4.739915539,-3.1794702,31.525,<0.1,<0.1,<0.1,<0.1
Raptors,East,-6.610694885,-3.501492028,25.424,—,—,—,—
Pistons,East,-6.919190718,-8.91344819,15.437,—,—,—,—
Grizzlies,West,-7.810404837,-4.491321493,27.15,—,—,—,—
Wizards,East,-8.815557567,-7.661024677,15.873,—,—,—,—
Blazers,West,-9.654785666,-10.01285253,20.811,—,—,—,—
Hornets,East,-10.88805831,-9.500322798,19.295,—,—,—,—
