Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Thunder,West,8.24663101,3.402872456,57.267,>99.9,34.98,17.8,6.92
Celtics,East,8.05366899,7.117168966,62.4946,>99.9,63.46,45.08,31.72
T-Wolves,West,7.637326665,3.365511847,58.2448,>99.9,33.16,16.84,7.04
Cavaliers,East,6.57435446,4.778122005,55.1096,>99.9,48.82,21.96,12.46
Clippers,West,5.705539396,2.424827768,54.2998,99.92,26.2,11.54,4.06
Pelicans,West,5.366461611,2.1072213889999998,50.0066,98.74,17.26,7.54,2.4
Bucks,East,4.10393081,2.325434844,50.6946,99.74,19.96,6.86,3.28
Knicks,East,3.96936444,3.390494096,49.6214,99.46,23.28,10.38,5.04
76ers,East,3.403640235,3.940065363,48.663,98.82,25.56,11.4,5.64
Suns,West,2.599361027,1.897217903,46.3,83.1,15.94,6.5,1.76
Pacers,East,1.791647121,-2.227318346,44.4952,81.22,2.68,0.34,<0.1
Nuggets,West,1.780259266,5.488375371,52.15,99.82,47.1,31.2,15.8
Rockets,West,1.402876052,-5.003260949,39.5788,8.6,0.12,<0.1,<0.1
Warriors,West,1.017681408,1.663379539,43.1384,45.36,7.54,2.88,1
Heat,East,0.578719871,0.824095409,43.798,82.44,7.58,1.96,0.62
Mavericks,West,0.401043163,-0.231594718,45.3164,67.74,6.06,1.68,0.34
Bulls,East,0.08106254,0.830500521,39.4258,34.86,3.42,0.86,0.38
Magic,East,0.06271892,-0.64652625,44.5014,83.36,4.66,1.02,0.28
Lakers,West,0.019091339,1.726462238,42.1988,37.46,5.68,1.94,0.62
Kings,West,-0.370574583,0.536753398,44.0428,57.34,5.92,2.08,0.56
Nets,East,-2.141370737,-1.358076705,34.1736,6.72,0.1,<0.1,<0.1
Jazz,West,-2.189202456,-3.081050238,37.9924,1.92,<0.1,<0.1,<0.1
Hawks,East,-3.029644581,-0.838025334,36.1662,12.74,0.46,0.1,0.06
Raptors,East,-3.540312967,-1.494898242,30.5748,0.64,<0.1,<0.1,<0.1
Grizzlies,West,-6.469316816,-2.14243743,27.9768,<0.1,<0.1,<0.1,<0.1
Wizards,East,-7.960877327,-5.499681258,17.222,<0.1,<0.1,<0.1,<0.1
Blazers,West,-8.306530431,-7.546477522,22.8538,<0.1,<0.1,<0.1,<0.1
Spurs,West,-8.627580929,-9.977477107,18.1082,<0.1,<0.1,<0.1,<0.1
Pistons,East,-9.098269466,-8.667922034,15.5592,<0.1,<0.1,<0.1,<0.1
Hornets,East,-11.15091742,-8.709218764,18.026,<0.1,<0.1,<0.1,<0.1
