Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,9.820874421,7.693663015,64.543,>99.9,70.76,52.3,37.6,Boston Celtics,bos,65,0.9990000000000001,0.376
Thunder,West,9.582286302,4.022843881,59.056,>99.9,39.44,21.86,8.82,Oklahoma City Thunder,okc,59,0.9990000000000001,0.0882
T-Wolves,West,6.767742576,3.76013779,57.5152,>99.9,37.08,18.44,7.58,Minnesota Timberwolves,min,58,0.9990000000000001,0.0758
Pelicans,West,6.71892361,2.488965993,50.4018,98.74,19.32,8.66,2.92,New Orleans Pelicans,no,50,0.98739999999999994,0.0292
Cavaliers,East,6.109838926,4.566052,54.5048,>99.9,43.5,17.96,9.28,Cleveland Cavaliers,cle,55,0.9990000000000001,0.0928
Bucks,East,5.327587313,2.979793447,51.873,>99.9,25.9,8.48,3.66,Milwaukee Bucks,mil,52,0.9990000000000001,0.0366
Clippers,West,5.282360954,2.163036079,53.7618,99.92,22.78,8.32,2.5,LA Clippers,lac,54,0.9992,0.025
Suns,West,2.665508074,2.053464048,45.8328,74.96,10.84,4.02,1.42,Phoenix Suns,phx,46,0.7495999999999999,0.014199999999999999
Nuggets,West,2.113252179,5.803638928,52.6268,99.84,46.42,31.04,15.22,Denver Nuggets,den,53,0.9984000000000001,0.1522
Lakers,West,2.043149995,1.724599836,43.4262,46.24,6.68,2.36,0.58,Los Angeles Lakers,lal,43,0.46240000000000003,0.0058
Knicks,East,2.012852461,2.750774102,47.7674,98.02,17.74,7.36,3.18,New York Knicks,ny,48,0.9802,0.0318
Heat,East,1.301853196,1.805492832,46.5962,94.44,12.06,3.92,1.5,Miami Heat,mia,47,0.9444,0.015
76ers,East,1.110330929,3.529596874,45.5892,92.4,20.5,8.08,3.88,Philadelphia 76ers,phi,46,0.924,0.0388
Kings,West,1.031394498,0.763172256,45.9866,76.3,8.12,2.56,0.54,Sacramento Kings,sac,46,0.763,0.0054
Magic,East,0.971704013,-0.642100889,46.5156,93.16,4.94,1,0.36,Orlando Magic,orl,47,0.9316,0.0036
Mavericks,West,0.762160655,-0.350785884,45.6728,66.34,5.14,1.26,0.28,Dallas Mavericks,dal,46,0.6634,0.0028000000000000004
Pacers,East,0.716542108,-2.191657706,44.0092,75.56,2.38,0.34,<0.1,Indiana Pacers,ind,44,0.7556,0.001
Warriors,West,0.446836148,1.794748821,43.005,36.56,4.12,1.46,0.42,Golden State Warriors,gs,43,0.36560000000000004,0.0042
Bulls,East,-0.261991907,0.466154338,38.941,28.54,1.76,0.44,0.2,Chicago Bulls,chi,39,0.2854,0.002
Rockets,West,-0.824362821,-5.13076485,37.0384,0.74,<0.1,<0.1,<0.1,Houston Rockets,hou,37,0.0074,0.001
Jazz,West,-2.49710334,-3.62081062,35.8944,0.36,<0.1,<0.1,<0.1,Utah Jazz,uta,36,0.0036,0.001
Raptors,East,-3.068867568,-1.037816928,32.2698,2.64,0.06,<0.1,<0.1,Toronto Raptors,tor,32,0.0264,0.001
Hawks,East,-3.241875563,-0.61211647,35.7202,12.68,0.38,0.12,<0.1,Atlanta Hawks,atl,36,0.1268,0.001
Nets,East,-3.561586126,-2.426792887,32.4738,2.56,<0.1,<0.1,<0.1,Brooklyn Nets,bkn,32,0.0256,0.001
Grizzlies,West,-6.075467852,-2.515034564,29.0082,<0.1,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,29,0.001,0.001
Spurs,West,-7.96981116,-10.2010575,17.5654,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,18,0.001,0.001
Pistons,East,-8.267215326,-8.772275743,15.9596,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,16,0.001,0.001
Wizards,East,-9.012114781,-6.124907775,15.6004,<0.1,<0.1,<0.1,<0.1,Washington Wizards,wsh,16,0.001,0.001
Blazers,West,-9.826828243,-8.623167366,20.69,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,21,0.001,0.001
Hornets,East,-10.63611021,-8.298815365,20.1554,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,20,0.001,0.001
