Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,8.592713115,6.985555406,61.2154,>99.9,62.14,42.84,31.24,Boston Celtics,bos,61,0.9990000000000001,0.3124
76ers,East,6.265123185,5.145430391,55.6304,>99.9,48.88,23.72,15.14,Philadelphia 76ers,phi,56,0.9990000000000001,0.1514
Nuggets,West,5.987070672,5.249399043,54.523,99.7,55.04,40.18,20.22,Denver Nuggets,den,55,0.997,0.2022
T-Wolves,West,3.953781029,1.354854435,54.0698,99.58,27.08,11.72,3.38,Minnesota Timberwolves,min,54,0.9958,0.0338
Lakers,West,3.540363866,2.040315084,48.452,90.18,23.68,11.06,3.4,Los Angeles Lakers,lal,48,0.9018,0.034
Thunder,West,3.300885578,0.572347112,51.2264,96.56,19.88,8.04,2.14,Oklahoma City Thunder,okc,51,0.9656,0.021400000000000002
Bucks,East,3.127527811,2.23520827,50.2994,98.6,19.06,7.32,3.74,Milwaukee Bucks,mil,50,0.986,0.0374
Cavaliers,East,3.06783862,3.501910589,47.4264,94.22,22.68,10.12,5.44,Cleveland Cavaliers,cle,47,0.9422,0.054400000000000004
Warriors,West,2.930868365,1.65110065,45.2948,69.62,15.1,6.88,2.3,Golden State Warriors,gs,45,0.6962,0.023
Suns,West,2.206057863,1.455124501,46.4094,76.06,16.36,6.74,2.08,Phoenix Suns,phx,46,0.7606,0.0208
Knicks,East,2.105340495,2.812878825,46.2464,89.76,18.5,7.58,3.74,New York Knicks,ny,46,0.8976000000000001,0.0374
Clippers,West,2.064364559,-0.048847861,45.047,63.8,9.5,3.18,0.74,LA Clippers,lac,45,0.638,0.0074
Heat,East,1.921641879,2.021890475,46.0914,88.92,15.04,4.92,2.14,Miami Heat,mia,46,0.8892,0.021400000000000002
Pelicans,West,1.757587258,0.907922425,45.4794,69.14,12.68,4.96,1.16,New Orleans Pelicans,no,45,0.6914,0.0116
Kings,West,1.03870011,0.793583021,44.7116,61.66,10,3.64,1.12,Sacramento Kings,sac,45,0.6165999999999999,0.011200000000000002
Mavericks,West,0.565498592,0.086970787,45.7732,70.04,10.62,3.6,0.86,Dallas Mavericks,dal,46,0.7004,0.0086
Bulls,East,0.367229055,0.062275921,38.4406,23.1,1.68,0.52,0.12,Chicago Bulls,chi,38,0.231,0.0012
Magic,East,-0.002143841,-1.74919177,45.1812,79.76,3.2,0.48,0.14,Orlando Magic,orl,45,0.7976000000000001,0.0014000000000000002
Hawks,East,-0.226654003,0.370551191,39.0268,27.16,1.98,0.54,0.16,Atlanta Hawks,atl,39,0.2716,0.0016
Nets,East,-0.406599409,1.113893007,41.459,53.36,5.36,1.56,0.62,Brooklyn Nets,bkn,41,0.5336,0.0062
Raptors,East,-0.546823053,-0.617204272,37.956,19.02,1.1,0.32,0.1,Toronto Raptors,tor,38,0.1902,0.001
Grizzlies,West,-1.526899645,0.101629295,33.2622,0.7,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,33,0.006999999999999999,0.001
Pacers,East,-2.059800487,-3.458555696,39.3454,26.12,0.38,0.08,<0.1,Indiana Pacers,ind,39,0.2612,0.001
Rockets,West,-3.691186071,-6.923969093,36.5866,2.96,<0.1,<0.1,<0.1,Houston Rockets,hou,37,0.0296,0.001
Hornets,East,-5.995946004,-6.076651239,27.0834,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,27,0.001,0.001
Jazz,West,-6.469021047,-3.593794703,26.2246,<0.1,<0.1,<0.1,<0.1,Utah Jazz,uta,26,0.001,0.001
Wizards,East,-6.583900306,-3.616506698,22.8102,<0.1,<0.1,<0.1,<0.1,Washington Wizards,wsh,23,0.001,0.001
Pistons,East,-9.226419223,-8.692343384,17.4702,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,17,0.001,0.001
Blazers,West,-9.925586786,-6.034571677,20.915,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,21,0.001,0.001
Spurs,West,-11.12751151,-10.54746267,16.3428,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,16,0.001,0.001
