Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,9.086507726,7.374831418,61.4666,>99.9,64.8,48.22,35.48
76ers,East,5.874542753,4.483231355,53.6298,99.7,37.96,17.08,10
Nuggets,West,5.403060658,5.479299569,54.2798,99.86,60.92,45.68,22.94
Cavaliers,East,5.289974777,3.037450054,49.8838,97.52,22.24,8.26,4.04
Knicks,East,4.282243438,3.18622248,49.6084,98.02,22.2,9.18,4.98
Bucks,East,3.957422508,2.68465154,50.0494,97.44,19.36,7.08,3.64
Heat,East,3.907783089,2.70084209,49.3002,96.9,19.32,6.28,3.28
Warriors,West,3.594656893,1.735728354,46.565,90.68,24.24,10.64,2.92
Lakers,West,2.81616282,1.627900092,46.636,88.22,23.34,9.9,2.88
Suns,West,2.549178211,0.650813775,45.6408,84.8,17.06,6.62,1.66
T-Wolves,West,2.15293385,0.210912616,48.6726,94.94,18.9,6.56,1.68
Bulls,East,1.340111962,-1.05356651,39.645,40.76,1.94,0.3,0.12
Clippers,West,1.101562759,-0.815927858,40.592,46.12,5.46,1.72,0.42
Hawks,East,1.053405747,1.054228241,42.0256,62.84,5.98,1.96,0.68
Raptors,East,1.035896812,-0.383321884,40.8346,49.02,2.68,0.6,0.14
Thunder,West,1.002093564,-0.941055401,45.641,84.7,10.52,2.84,0.58
Kings,West,0.932140769,0.454824737,43.1084,65.92,11.64,4.5,1.16
Grizzlies,West,0.299994592,1.330129289,37.8496,25.68,5.16,2.1,0.56
Pelicans,West,0.011396569,0.477499525,40.7614,47.46,7.28,2.96,0.6
Mavericks,West,-0.106553341,1.116460905,42.9736,70.58,15.38,6.4,1.82
Nets,East,-0.862390066,1.242187078,38.6678,34.22,3.22,0.98,0.38
Magic,East,-1.825208343,-3.366375487,37.3708,18.78,0.26,0.06,<0.1
Pacers,East,-4.023689762,-4.461649557,33.896,4.5,<0.1,<0.1,<0.1
Jazz,West,-4.238008623,-2.36124836,30.837,0.96,0.1,0.08,<0.1
Wizards,East,-4.458835731,-2.947294953,28.0432,0.3,<0.1,<0.1,<0.1
Hornets,East,-7.070147019,-5.814019222,23.502,<0.1,<0.1,<0.1,<0.1
Rockets,West,-7.416088503,-7.986694396,27.9148,0.08,<0.1,<0.1,<0.1
Pistons,East,-8.547630464,-7.467531859,20.6474,<0.1,<0.1,<0.1,<0.1
Blazers,West,-9.929413308,-6.904953689,20.3828,<0.1,<0.1,<0.1,<0.1
Spurs,West,-13.03064632,-9.873280097,15.5746,<0.1,<0.1,<0.1,<0.1
