Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,9.348744767,7.24361134,63.113,>99.9,65.64,45.14,32.3,Boston Celtics,bos,63,0.9990000000000001,0.32299999999999995
76ers,East,7.446374559,5.4695589590000004,57.5202,>99.9,52.82,25.48,14.9,Philadelphia 76ers,phi,58,0.9990000000000001,0.149
Nuggets,West,6.170204345,5.853637402,56.2786,>99.9,60.1,44.14,23.58,Denver Nuggets,den,56,0.9990000000000001,0.23579999999999998
T-Wolves,West,5.469810037,2.083852849,57.0982,>99.9,31.66,13.12,4.7,Minnesota Timberwolves,min,57,0.9990000000000001,0.047
Pelicans,West,4.772541213,1.463048595,50.4766,97.78,22.9,9.04,2.18,New Orleans Pelicans,no,50,0.9778,0.0218
Thunder,West,4.708992563,2.085360125,55.0022,>99.9,28.32,12.68,4.36,Oklahoma City Thunder,okc,55,0.9990000000000001,0.0436
Bucks,East,3.128017887,2.327284475,51.6072,99.8,19.4,6.26,2.72,Milwaukee Bucks,mil,52,0.998,0.027200000000000002
Clippers,West,2.846395808,0.596580887,48.6706,93.98,15.26,5.6,1.46,LA Clippers,lac,49,0.9398000000000001,0.0146
Warriors,West,2.791998989,1.30291439,44.4988,68.52,11.7,4.78,1.38,Golden State Warriors,gs,44,0.6851999999999999,0.0138
Heat,East,2.163754707,2.475990053,47.241,95.36,16.66,6.86,3.02,Miami Heat,mia,47,0.9536,0.0302
Cavaliers,East,2.158998103,3.078061207,46.3628,93.7,18.32,7.56,3.5,Cleveland Cavaliers,cle,46,0.937,0.035
Knicks,East,1.853743979,2.781032667,45.9094,90.66,17.02,6.48,2.72,New York Knicks,ny,46,0.9066,0.027200000000000002
Lakers,West,1.666978419,1.510120041,42.6044,52.1,9.82,3.94,0.82,Los Angeles Lakers,lal,43,0.521,0.008199999999999999
Suns,West,0.807102208,0.635801071,41.944,42.18,6.12,2.14,0.58,Phoenix Suns,phx,42,0.4218,0.0058
Raptors,East,0.301908586,-0.702983501,38.2634,21.58,1.02,0.18,0.06,Toronto Raptors,tor,38,0.2158,6e-4
Magic,East,0.190246404,-1.529438775,44.1966,76.92,3.02,0.44,0.14,Orlando Magic,orl,44,0.7692,0.0014000000000000002
Kings,West,0.17579541,0.697479323,44.1156,64.34,9.16,3.3,0.72,Sacramento Kings,sac,44,0.6434000000000001,0.0072
Hawks,East,0.04560465,-0.077581858,38.9926,27.56,1.76,0.58,0.22,Atlanta Hawks,atl,39,0.2756,0.0022
Bulls,East,0.039023452,0.405344055,39.1452,30.38,2.1,0.6,0.34,Chicago Bulls,chi,39,0.3038,0.0034000000000000002
Rockets,West,-0.340517871,-5.773336771,42.021,34.58,0.48,<0.1,<0.1,Houston Rockets,hou,42,0.3458,0.001
Mavericks,West,-0.428966851,-0.51156421,42.6,46.38,4.48,1.24,0.14,Dallas Mavericks,dal,43,0.46380000000000005,0.0014000000000000002
Pacers,East,-1.05620351,-2.6833788690000002,41.4558,50.24,1.36,0.24,0.08,Indiana Pacers,ind,41,0.5024000000000001,8e-4
Nets,East,-1.506968869,-0.074738881,36.7964,13.8,0.88,0.18,0.08,Brooklyn Nets,bkn,37,0.138,8e-4
Grizzlies,West,-3.956203841,-0.712600864,29.7512,<0.1,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,30,0.001,0.001
Jazz,West,-5.131358305,-3.272033656,31.7644,0.14,<0.1,<0.1,<0.1,Utah Jazz,uta,32,0.0014000000000000002,0.001
Wizards,East,-8.273275561,-4.138614231,19.9262,<0.1,<0.1,<0.1,<0.1,Washington Wizards,wsh,20,0.001,0.001
Hornets,East,-8.369803898,-7.246842509,22.3714,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,22,0.001,0.001
Pistons,East,-9.956401922,-8.767184931,15.1634,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,15,0.001,0.001
Spurs,West,-10.42223079,-11.42944451,16.3766,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,16,0.001,0.001
Blazers,West,-11.05705276,-6.024649289,18.7332,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,19,0.001,0.001
