Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,8.808025032,6.969903666,61.9186,>99.9,62.8,43.46,30.86,Boston Celtics,bos,62,0.9990000000000001,0.3086
Thunder,West,6.187654398,2.767016593,56.525,>99.9,34.32,17.16,6.12,Oklahoma City Thunder,okc,57,0.9990000000000001,0.061200000000000004
Pelicans,West,6.057450383,1.924577783,52.3098,99.56,24.76,9.54,3,New Orleans Pelicans,no,52,0.9956,0.03
Nuggets,West,6.026470273,5.755151663,54.6826,99.94,58.1,41.56,22.08,Denver Nuggets,den,55,0.9994,0.2208
T-Wolves,West,5.963764914,2.47098408,57.3036,>99.9,31.58,14.16,5.68,Minnesota Timberwolves,min,57,0.9990000000000001,0.056799999999999996
76ers,East,5.93970263,4.972862163,53.6886,99.94,44.84,22.5,13.18,Philadelphia 76ers,phi,54,0.9994,0.1318
Clippers,West,3.805735638,1.072118504,50.8226,99.02,17.46,6.44,1.66,LA Clippers,lac,51,0.9902,0.0166
Bucks,East,3.52599211,2.516242383,51.4866,99.66,23.06,8.08,3.48,Milwaukee Bucks,mil,51,0.9965999999999999,0.0348
Knicks,East,2.833674115,3.306074258,47.841,96.16,22.04,8.94,4.04,New York Knicks,ny,48,0.9616,0.0404
Cavaliers,East,2.476195866,3.353028333,47.6216,95.36,22.3,9.24,4.08,Cleveland Cavaliers,cle,48,0.9536,0.0408
Heat,East,1.380835132,2.55045235,45.7814,89.52,14.34,5.44,2.34,Miami Heat,mia,46,0.8952,0.023399999999999997
Warriors,West,0.748400296,0.683761339,41.1166,39.3,4.76,1.72,0.68,Golden State Warriors,gs,41,0.39299999999999996,0.0068000000000000005
Magic,East,0.639910704,-1.49199173,45.3824,82.32,3.76,0.88,0.14,Orlando Magic,orl,45,0.8231999999999999,0.0014000000000000002
Suns,West,0.601025164,0.709767961,41.5856,43.98,5.94,2.24,0.74,Phoenix Suns,phx,42,0.43979999999999997,0.0074
Lakers,West,0.504002452,1.262808963,40.843,38.42,6.46,2.22,0.48,Los Angeles Lakers,lal,41,0.38420000000000004,0.0048
Mavericks,West,0.408119867,-0.201369927,44.3292,71.56,7.36,2.1,0.36,Dallas Mavericks,dal,44,0.7156,0.0036
Bulls,East,-0.065461642,0.492887531,40.0082,33.72,2.76,0.72,0.26,Chicago Bulls,chi,40,0.3372,0.0026
Kings,West,-0.124716579,0.454764953,44.2196,70.8,8.9,2.86,0.64,Sacramento Kings,sac,44,0.708,0.0064
Raptors,East,-0.129701563,-0.721189516,37.0866,11.82,0.58,0.14,<0.1,Toronto Raptors,tor,37,0.1182,0.001
Rockets,West,-0.130591089,-5.683638054,41.4104,35.04,0.28,<0.1,<0.1,Houston Rockets,hou,41,0.3504,0.001
Pacers,East,-0.23831978,-2.49798599,43.791,68.24,2.28,0.3,0.08,Indiana Pacers,ind,44,0.6823999999999999,8e-4
Hawks,East,-0.722712701,-0.45650151,37.7964,15.82,0.88,0.18,0.06,Atlanta Hawks,atl,38,0.1582,6e-4
Nets,East,-2.197062642,-0.626706617,35.4348,7.44,0.36,0.12,<0.1,Brooklyn Nets,bkn,35,0.07440000000000001,0.001
Grizzlies,West,-3.586658239,-0.293104647,32.2116,0.28,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,32,0.0028000000000000004,0.001
Jazz,West,-3.998116093,-3.150992452,35.2372,2.12,<0.1,<0.1,<0.1,Utah Jazz,uta,35,0.0212,0.001
Wizards,East,-8.716243596,-4.52366739,18.4922,<0.1,<0.1,<0.1,<0.1,Washington Wizards,wsh,18,0.001,0.001
Hornets,East,-9.02237401,-7.639870409,20.775,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,21,0.001,0.001
Spurs,West,-9.605608417,-10.7506131,17.5658,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,18,0.001,0.001
Pistons,East,-10.47826449,-8.998269307,13.435,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,13,0.001,0.001
Blazers,West,-10.74575535,-6.84440119,19.298,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,19,0.001,0.001
