Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,9.296182964,7.229814049,63.3696,>99.9,64.66,44.38,31.54,Boston Celtics,bos,63,0.9990000000000001,0.3154
76ers,East,7.214111192,5.497404802,57.188,>99.9,50.84,26.24,16.02,Philadelphia 76ers,phi,57,0.9990000000000001,0.1602
Nuggets,West,6.169132354,5.913550299,56.2428,>99.9,60.46,45,23.64,Denver Nuggets,den,56,0.9990000000000001,0.2364
T-Wolves,West,5.491955457,2.106603907,57.928,>99.9,34.9,14.86,4.98,Minnesota Timberwolves,min,58,0.9990000000000001,0.049800000000000004
Bucks,East,4.125438205,2.283909005,53.5614,99.94,21.28,6.82,2.98,Milwaukee Bucks,mil,54,0.9994,0.0298
Thunder,West,3.688498077,1.664592111,52.7266,99.64,24.3,10.64,3.36,Oklahoma City Thunder,okc,53,0.9964,0.0336
Heat,East,3.608795793,2.614236055,49.9608,98.66,17.54,6.48,2.84,Miami Heat,mia,50,0.9865999999999999,0.028399999999999998
Pelicans,West,3.165953021,1.171730819,47.2082,86.96,17.46,6.54,1.72,New Orleans Pelicans,no,47,0.8695999999999999,0.0172
Warriors,West,2.760961544,1.246697678,45.3218,76.08,14.04,5.68,1.38,Golden State Warriors,gs,45,0.7608,0.0138
Clippers,West,2.453890824,0.034563037,46.8354,86.2,12.44,3.96,0.8,LA Clippers,lac,47,0.862,0.008
Lakers,West,2.329179339,1.667532341,44.7622,74.38,15.44,6.2,1.96,Los Angeles Lakers,lal,45,0.7437999999999999,0.0196
Knicks,East,2.046807166,2.810787305,46.097,91.08,15.72,6.16,2.72,New York Knicks,ny,46,0.9107999999999999,0.027200000000000002
Cavaliers,East,1.988273267,2.986051185,46.831,94,17.66,7.14,3.44,Cleveland Cavaliers,cle,47,0.94,0.0344
Suns,West,1.570191124,0.739051799,42.8212,50.88,7.6,2.9,0.96,Phoenix Suns,phx,43,0.5088,0.0096
Hawks,East,0.372548575,-0.045929478,39.1028,28.5,2.18,0.64,0.18,Atlanta Hawks,atl,39,0.285,0.0018
Bulls,East,0.20058196,0.606442097,39.5078,34.9,2.98,0.72,0.18,Chicago Bulls,chi,40,0.349,0.0018
Kings,West,-0.009860682,0.708122914,43.2276,55.44,8.62,2.78,0.74,Sacramento Kings,sac,43,0.5544,0.0074
Raptors,East,-0.10893933,-0.646515011,37.766,17.76,1,0.24,0.06,Toronto Raptors,tor,38,0.1776,6e-4
Magic,East,-0.29986549,-1.550739937,44.022,74.3,2.78,0.5,0.08,Orlando Magic,orl,44,0.743,8e-4
Nets,East,-0.439485875,0.541622357,39.9256,40.42,3.06,0.66,0.18,Brooklyn Nets,bkn,40,0.4042,0.0018
Rockets,West,-0.542952636,-6.190594996,41.5894,31.78,0.42,0.08,<0.1,Houston Rockets,hou,42,0.3178,0.001
Mavericks,West,-0.872725321,-0.721150486,41.8412,38.3,4.28,1.32,0.22,Dallas Mavericks,dal,42,0.38299999999999995,0.0022
Pacers,East,-2.032655805,-3.145208982,38.2754,20.44,0.3,<0.1,<0.1,Indiana Pacers,ind,38,0.20440000000000003,0.001
Grizzlies,West,-2.820157955,-0.287015277,32.1738,0.34,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,32,0.0034000000000000002,0.001
Jazz,West,-5.898099238,-3.526562452,29.2636,<0.1,<0.1,<0.1,<0.1,Utah Jazz,uta,29,0.001,0.001
Wizards,East,-8.00818022,-4.049984649,20.0428,<0.1,<0.1,<0.1,<0.1,Washington Wizards,wsh,20,0.001,0.001
Hornets,East,-8.747017836,-7.425688802,21.5094,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,22,0.001,0.001
Spurs,West,-10.24645021,-10.95012268,17.5652,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,18,0.001,0.001
Blazers,West,-10.47638559,-5.61830654,19.1518,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,19,0.001,0.001
Pistons,East,-10.57926047,-8.929841864,14.1816,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,14,0.001,0.001
