Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,9.92682639,7.377778978,63.1984,>99.9,63.42,45.22,32.6,Boston Celtics,bos,63,0.9990000000000001,0.326
Thunder,West,8.010485208,2.934318033,58.0218,>99.9,33.94,15.96,5.46,Oklahoma City Thunder,okc,58,0.9990000000000001,0.0546
76ers,East,5.992692752,5.154804721,54.2606,>99.9,44.64,20.66,12.02,Philadelphia 76ers,phi,54,0.9990000000000001,0.1202
T-Wolves,West,5.987527621,2.388846387,56.1426,>99.9,29.78,14.2,4.6,Minnesota Timberwolves,min,56,0.9990000000000001,0.046
Clippers,West,5.855224169,2.046802736,54.9328,>99.9,28.16,11.36,3.36,LA Clippers,lac,55,0.9990000000000001,0.0336
Nuggets,West,4.776734718,5.711332684,54.8724,>99.9,54.92,38,19.14,Denver Nuggets,den,55,0.9990000000000001,0.19140000000000001
Cavaliers,East,4.115041847,4.04769248,51.265,99.74,28.28,12.68,7.24,Cleveland Cavaliers,cle,51,0.9974,0.0724
Pelicans,West,4.030325056,1.712447439,48.0492,96.98,17.7,7.38,2.24,New Orleans Pelicans,no,48,0.9698,0.022400000000000003
Knicks,East,3.972632141,3.741468008,51.0288,99.64,25.74,10.92,5.56,New York Knicks,ny,51,0.9964,0.0556
Bucks,East,3.688568216,2.326139691,52.6922,>99.9,21.72,7.3,3.38,Milwaukee Bucks,mil,53,0.9990000000000001,0.0338
Suns,West,1.732784881,1.094054546,44.2886,77.6,11.56,4.28,1.08,Phoenix Suns,phx,44,0.7759999999999999,0.0108
Rockets,West,0.792489511,-5.439753532,40.443,28.42,0.22,<0.1,<0.1,Houston Rockets,hou,40,0.2842,0.001
Pacers,East,0.69916981,-2.74333836,45.0864,86.74,2.26,0.3,0.16,Indiana Pacers,ind,45,0.8674,0.0016
Warriors,West,0.140929657,0.695693783,39.107,20.54,2.4,0.78,0.16,Golden State Warriors,gs,39,0.2054,0.0016
Lakers,West,0.059750861,1.463639837,41.152,46.64,7.56,2.98,0.88,Los Angeles Lakers,lal,41,0.4664,0.0088
Magic,East,-0.213881838,-0.891085804,43.4376,77.2,3.58,0.66,0.2,Orlando Magic,orl,43,0.772,0.002
Heat,East,-0.290448086,0.721528986,42.0792,72.38,6.66,1.44,0.5,Miami Heat,mia,42,0.7238,0.005
Bulls,East,-0.312124207,0.761102536,39.327,43.2,3.12,0.76,0.24,Chicago Bulls,chi,39,0.43200000000000005,0.0024
Mavericks,West,-0.400892739,-0.745832498,42.1524,49.66,4.28,1.26,0.26,Dallas Mavericks,dal,42,0.4966,0.0026
Kings,West,-0.77671614,0.570155193,43.4044,68.48,8.92,3.7,0.86,Sacramento Kings,sac,43,0.6848000000000001,0.0086
Raptors,East,-1.767207774,-0.662718337,32.6282,4.06,0.1,<0.1,<0.1,Toronto Raptors,tor,33,0.0406,0.001
Jazz,West,-2.198401576,-2.602502286,38.6478,11.6,0.56,0.1,<0.1,Utah Jazz,uta,39,0.11599999999999999,0.001
Nets,East,-2.342254359,-0.829624144,34.2886,10.36,0.32,0.06,<0.1,Brooklyn Nets,bkn,34,0.1036,0.001
Hawks,East,-3.507551594,-1.211219731,33.6278,6.72,0.16,<0.1,<0.1,Atlanta Hawks,atl,34,0.0672,0.001
Grizzlies,West,-5.192622672,-0.622600522,31.727,0.08,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,32,8e-4,0.001
Wizards,East,-7.625949565,-4.864608634,18.6354,<0.1,<0.1,<0.1,<0.1,Washington Wizards,wsh,19,0.001,0.001
Spurs,West,-7.852763192,-9.722049155,20.0334,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,20,0.001,0.001
Pistons,East,-9.121065729,-8.695562402,15.1732,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,15,0.001,0.001
Blazers,West,-9.587546923,-7.308783078,21.4666,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,21,0.001,0.001
Hornets,East,-10.33038955,-8.026808303,18.8306,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,19,0.001,0.001
