Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,12.14493693,8.216059398,64.408,>99.9,68.66,54.48,39.2
Pelicans,West,7.789943237,3.916949956,51.166,99.56,28.96,13.56,4.8
Thunder,West,7.422462847,4.196093331,56.7008,>99.9,35.62,17.98,7.46
T-Wolves,West,6.299938064,4.186888008,56.7416,>99.9,36.3,17.58,7.2
Nuggets,West,5.109470169,6.015646224,56.8786,>99.9,50.54,32.8,17.28
Cavaliers,East,4.539585033,3.729990394,49.7684,99.92,28.12,12.22,5.72
Bucks,East,4.015712102,3.156170335,51.459,>99.9,32.22,10.16,4.22
Knicks,East,3.973245899,3.564484191,49.6742,>99.9,29.54,11.48,4.62
Suns,West,3.544600268,2.881660927,46.9874,73.62,11.76,5.2,1.7
Clippers,West,3.45979242,1.897838515,50.9908,99.3,14.92,6.1,1.76
Pacers,East,2.312012961,-0.89746343,45.7482,91.98,5.92,0.94,0.24
Mavericks,West,2.169935042,0.701798199,48.7554,92.82,8.02,2.26,0.36
Warriors,West,1.871672706,2.075349446,43.9878,19.16,2.82,0.86,0.36
Magic,East,1.078615065,0.004850932,47.5348,98.46,6.62,1.6,0.38
Rockets,West,0.549096521,-2.44638522,41.9874,4.22,0.12,<0.1,<0.1
Kings,West,0.445471781,0.351238552,46.5054,67.62,5.38,1.5,0.34
Bulls,East,0.016174723,-0.188661221,39.4738,21.62,0.84,0.2,0.08
Lakers,West,-0.04989099,1.984392695,45.5418,43.7,5.56,2.12,0.62
Heat,East,-0.13452215,1.756343595,44.7098,87.28,12.42,3.46,1.2
76ers,East,-1.266713592,2.873706802,43.6464,83.74,15.34,5.32,2.42
Hawks,East,-2.036812582,-0.807715661,37.9022,17.02,0.32,0.14,<0.1
Jazz,West,-3.001819155,-4.822526683,32.0624,—,—,—,—
Nets,East,-4.722741377,-3.114791817,31.572,<0.1,<0.1,<0.1,<0.1
Spurs,West,-5.167025388,-9.148187057,19.9118,—,—,—,—
Raptors,East,-6.248649873,-3.251201601,25.9508,—,—,—,—
Grizzlies,West,-7.47373795,-4.237011795,26.9084,—,—,—,—
Pistons,East,-7.738133774,-9.074928492,15.3466,—,—,—,—
Wizards,East,-8.241038589,-7.273192468,16.735,—,—,—,—
Blazers,West,-8.762816579,-9.416360639,21.3542,—,—,—,—
Hornets,East,-11.72873409,-9.015266764,19.591,—,—,—,—
