Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,9.14882413,7.029910186,61.059,>99.9,61.18,43.98,32
76ers,East,5.681460361,4.364412548,52.67,99.56,37.78,18.18,10.84
Nuggets,West,5.422422477,5.389223462,55.2692,>99.9,59.34,44.28,22.74
Cavaliers,East,5.255570521,2.978199424,49.6246,97.86,23.9,9.4,5.02
Heat,East,4.190023869,2.538686209,50.1262,97.7,20.6,8.12,3.6
Warriors,West,3.960978028,2.231219647,48.5244,96.36,30.7,14.12,4.94
Knicks,East,3.745989261,2.832761782,47.9846,95.3,20.42,8.28,3.8
Bucks,East,3.587620627,2.306114578,48.6684,95.4,18.56,6.8,3.14
Suns,West,2.759321073,0.866943047,45.6202,87.74,18.46,7.04,2.16
Lakers,West,2.749953165,1.59761789,46.307,87.64,21.58,9.76,3.12
T-Wolves,West,1.956207009,-0.117267373,47.7566,92.48,16.38,5.66,1.58
Bulls,East,1.314215832,-0.829053131,39.7236,40.92,2.2,0.56,0.1
Clippers,West,1.255516023,-0.751296178,40.5394,47.44,6.04,2.08,0.48
Kings,West,1.197888926,0.33407763,43.4286,71.76,12.56,4.48,1.4
Raptors,East,1.057918274,-0.266993685,41.2562,53.96,4.1,0.92,0.4
Hawks,East,0.932885735,1.110882984,42.3226,64.42,7.12,2.22,0.8
Thunder,West,0.63651781,-1.348146264,43.5718,72.1,7.88,2.08,0.48
Grizzlies,West,0.248954391,1.508728715,37.6064,27.66,5.38,2.2,0.58
Mavericks,West,-0.030895427,1.051385376,43.4248,76.12,15.5,6.34,1.72
Pelicans,West,-0.679676895,0.554743308,39.342,39.36,6.12,1.96,0.58
Nets,East,-0.964196815,1.472464824,38.7338,35.5,3.8,1.5,0.52
Magic,East,-1.805852322,-3.499923024,36.6818,15.12,0.28,<0.1,<0.1
Wizards,East,-4.129417868,-2.789563005,28.964,0.4,<0.1,<0.1,<0.1
Pacers,East,-4.192335913,-4.390232416,33.6304,3.84,<0.1,<0.1,<0.1
Jazz,West,-4.325492281,-2.467353641,31.0972,1.3,0.06,<0.1,<0.1
Hornets,East,-6.276643443,-5.371061771,25.5954,<0.1,<0.1,<0.1,<0.1
Rockets,West,-7.663451085,-7.940068367,27.6662,0.08,<0.1,<0.1,<0.1
Pistons,East,-8.26734624,-7.453781796,21.2974,<0.1,<0.1,<0.1,<0.1
Blazers,West,-9.589509025,-6.689713902,21.2606,<0.1,<0.1,<0.1,<0.1
Spurs,West,-12.86854092,-9.808270221,16.2476,<0.1,<0.1,<0.1,<0.1
