Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,8.515266695,7.134124002,62.4204,>99.9,64,43.72,29.66,Boston Celtics,bos,62,0.9990000000000001,0.2966
Thunder,West,7.996977871,3.249613596,56.7326,>99.9,34.98,17.18,7.14,Oklahoma City Thunder,okc,57,0.9990000000000001,0.07139999999999999
T-Wolves,West,6.844926993,3.031378926,56.9942,>99.9,32.14,15.26,5.96,Minnesota Timberwolves,min,57,0.9990000000000001,0.0596
Cavaliers,East,6.484779152,4.978521911,55.7228,>99.9,50.46,23.18,13.32,Cleveland Cavaliers,cle,56,0.9990000000000001,0.1332
Clippers,West,6.322596485,2.686225639,55.3282,>99.9,28.46,12.86,4.74,LA Clippers,lac,55,0.9990000000000001,0.047400000000000005
Pelicans,West,5.207085657,1.889867962,49.6422,98.32,16,6.88,2.28,New Orleans Pelicans,no,50,0.9832,0.022799999999999997
Knicks,East,4.098600466,3.573700572,50.296,99.46,25.32,11.12,5.5,New York Knicks,ny,50,0.9945999999999999,0.055
Bucks,East,4.004003906,2.23523844,50.8532,99.66,19.34,6.48,2.68,Milwaukee Bucks,mil,51,0.9965999999999999,0.0268
76ers,East,3.618406819,3.872783971,48.1368,98.24,23.48,11.26,5.84,Philadelphia 76ers,phi,48,0.9823999999999999,0.0584
Suns,West,2.535146426,1.889752428,46.0326,82.58,14.22,5.68,1.82,Phoenix Suns,phx,46,0.8258,0.0182
Nuggets,West,2.199397699,5.652621048,52.9028,99.94,50.28,33.76,17.42,Denver Nuggets,den,53,0.9994,0.17420000000000002
Pacers,East,1.893233519,-2.279323625,45.4022,87.72,2.66,0.56,0.08,Indiana Pacers,ind,45,0.8772,8e-4
Rockets,West,1.239161737,-5.210661448,38.8992,6.74,0.08,<0.1,<0.1,Houston Rockets,hou,39,0.0674,0.001
Warriors,West,0.679673337,1.589391632,42.416,38.92,5.44,2.24,0.78,Golden State Warriors,gs,42,0.3892,0.0078000000000000005
Mavericks,West,0.493985832,-0.418701109,45.162,68.3,5.56,1.76,0.42,Dallas Mavericks,dal,45,0.6829999999999999,0.0042
Magic,East,0.395845748,-0.453671978,45.037,85.72,5.5,1.1,0.32,Orlando Magic,orl,45,0.8572,0.0032
Heat,East,-0.043618417,0.583098677,42.591,73.54,6.12,1.66,0.46,Miami Heat,mia,43,0.7354,0.0046
Lakers,West,-0.296239088,1.653804228,41.7024,35.42,5.44,2.16,0.74,Los Angeles Lakers,lal,42,0.3542,0.0074
Bulls,East,-0.315051809,0.774242916,38.5726,30.32,2.18,0.66,0.28,Chicago Bulls,chi,39,0.3032,0.0028000000000000004
Kings,West,-0.354226283,0.528830801,44.372,64.96,7.22,2.16,0.52,Sacramento Kings,sac,44,0.6496,0.0052
Nets,East,-1.822573811,-1.278129452,34.4868,6.46,0.22,0.1,<0.1,Brooklyn Nets,bkn,34,0.0646,0.001
Jazz,West,-1.960977068,-2.872215254,38.7574,4.86,0.18,0.06,<0.1,Utah Jazz,uta,39,0.048600000000000004,0.001
Hawks,East,-2.578362388,-0.728631452,36.9576,17.56,0.72,0.16,<0.1,Atlanta Hawks,atl,37,0.17559999999999998,0.001
Raptors,East,-3.121094413,-1.220939583,31.7094,1.32,<0.1,<0.1,<0.1,Toronto Raptors,tor,32,0.0132,0.001
Grizzlies,West,-6.315336433,-2.117704411,28.5318,<0.1,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,29,0.001,0.001
Wizards,East,-7.942887015,-5.433562739,17.4642,<0.1,<0.1,<0.1,<0.1,Washington Wizards,wsh,17,0.001,0.001
Blazers,West,-8.390486111,-7.353345166,22.9396,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,23,0.001,0.001
Pistons,East,-8.841369046,-8.695310861,15.9356,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,16,0.001,0.001
Spurs,West,-9.000631006,-10.06501642,17.1058,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,17,0.001,0.001
Hornets,East,-11.53806625,-8.677224442,16.8956,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,17,0.001,0.001
