Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,8.696789052,7.282829484,63.0432,>99.9,65.08,46.42,33.08,Boston Celtics,bos,63,0.9990000000000001,0.3308
Thunder,West,8.11851665,3.364433731,57.1912,>99.9,33.06,17.16,6.7,Oklahoma City Thunder,okc,57,0.9990000000000001,0.067
T-Wolves,West,7.610705298,3.33219757,58.2618,>99.9,32.14,16.72,6.72,Minnesota Timberwolves,min,58,0.9990000000000001,0.0672
Cavaliers,East,6.486253787,4.823072073,55.3048,>99.9,49.28,22.46,13.06,Cleveland Cavaliers,cle,55,0.9990000000000001,0.1306
Clippers,West,5.708446271,2.495465148,54.6786,>99.9,26.48,11.62,4.2,LA Clippers,lac,55,0.9990000000000001,0.042
Pelicans,West,5.28598586,2.112337227,50.1086,98.46,18.46,7.78,2.78,New Orleans Pelicans,no,50,0.9845999999999999,0.0278
Bucks,East,4.059640346,2.378361679,50.6334,99.7,20.16,6.48,2.42,Milwaukee Bucks,mil,51,0.997,0.0242
Knicks,East,3.438308981,3.031001326,48.7952,98.6,21.3,8.74,4.22,New York Knicks,ny,49,0.986,0.042199999999999994
76ers,East,3.001110619,3.883762326,47.7166,97.42,23.82,11.1,5.56,Philadelphia 76ers,phi,48,0.9742000000000001,0.0556
Suns,West,2.95347508,2.068450191,46.6924,82.9,16.2,6.84,2.2,Phoenix Suns,phx,47,0.8290000000000001,0.022000000000000002
Nuggets,West,1.984839359,5.513618557,51.5744,99.38,45.32,29.94,15.06,Denver Nuggets,den,52,0.9937999999999999,0.1506
Rockets,West,1.290861563,-5.112775228,38.7542,4.1,<0.1,<0.1,<0.1,Houston Rockets,hou,39,0.040999999999999995,0.001
Pacers,East,1.152750539,-2.208735321,44.5024,79.78,2.54,0.46,0.1,Indiana Pacers,ind,45,0.7978000000000001,0.001
Mavericks,West,1.000334603,-0.137067586,46.0234,71.86,7.22,1.94,0.42,Dallas Mavericks,dal,46,0.7186,0.0042
Heat,East,0.820281273,1.056575085,44.625,85.74,8.66,2.54,0.92,Miami Heat,mia,45,0.8573999999999999,0.0092
Warriors,West,0.681863392,1.669494879,42.3116,31.52,5.36,2.16,0.62,Golden State Warriors,gs,42,0.3152,0.0062
Lakers,West,0.406609087,1.836517965,42.9982,45.36,7.52,3.08,0.72,Los Angeles Lakers,lal,43,0.4536,0.0072
Magic,East,0.360265132,-0.419197238,45.3912,87.42,6.18,1.22,0.34,Orlando Magic,orl,45,0.8742,0.0034000000000000002
Bulls,East,0.050198755,0.906652466,39.2966,33.56,2.42,0.44,0.1,Chicago Bulls,chi,39,0.3356,0.001
Kings,West,0.035387071,0.571799111,44.8914,65.48,8.24,2.76,0.72,Sacramento Kings,sac,45,0.6548,0.0072
Jazz,West,-2.658081761,-3.235024813,37.135,0.96,<0.1,<0.1,<0.1,Utah Jazz,uta,37,0.0096,0.001
Nets,East,-3.100158414,-1.723594015,33.2634,5.82,0.18,<0.1,<0.1,Brooklyn Nets,bkn,33,0.0582,0.001
Hawks,East,-3.6410459570000002,-0.964956359,34.9986,11.26,0.34,0.12,<0.1,Atlanta Hawks,atl,35,0.11259999999999999,0.001
Raptors,East,-3.781309688,-1.525507979,30.1344,0.7,<0.1,<0.1,<0.1,Toronto Raptors,tor,30,0.006999999999999999,0.001
Grizzlies,West,-5.717095648,-2.016539601,29.3074,<0.1,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,29,0.001,0.001
Wizards,East,-7.911577006,-5.530411362,17.1274,<0.1,<0.1,<0.1,<0.1,Washington Wizards,wsh,17,0.001,0.001
Blazers,West,-8.340827082,-7.557617465,22.8034,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,23,0.001,0.001
Spurs,West,-8.404100819,-10.16842108,18.0764,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,18,0.001,0.001
Pistons,East,-9.252787552,-8.874079441,15.3076,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,15,0.001,0.001
Hornets,East,-10.65087324,-8.483895434,19.0522,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,19,0.001,0.001
