Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,9.468383523,7.320572511,63.3618,>99.9,64.62,45.24,33.08,Boston Celtics,bos,63,0.9990000000000001,0.3308
76ers,East,6.73902919,5.489679708,56.1202,>99.9,50.48,25.5,15.56,Philadelphia 76ers,phi,56,0.9990000000000001,0.15560000000000002
Nuggets,West,6.057539721,5.68140026,55.9398,>99.9,59.18,44.12,22.5,Denver Nuggets,den,56,0.9990000000000001,0.225
T-Wolves,West,5.114588004,2.007617009,57.125,>99.9,34.6,15.54,4.62,Minnesota Timberwolves,min,57,0.9990000000000001,0.0462
Heat,East,4.415036639,2.501243516,50.531,99.16,18.62,7.1,3.16,Miami Heat,mia,51,0.9915999999999999,0.0316
Thunder,West,3.713345568,1.561969639,52.3268,99.44,24.38,10.46,3.38,Oklahoma City Thunder,okc,52,0.9944,0.0338
Bucks,East,3.690273149,2.182240878,52.5248,99.66,18.6,5.8,2.54,Milwaukee Bucks,mil,53,0.9965999999999999,0.0254
Pelicans,West,3.025864465,1.089604942,46.6788,84.94,16.42,6.08,1.7,New Orleans Pelicans,no,47,0.8493999999999999,0.017
Warriors,West,2.974661596,1.368503557,46.1,80.62,16.24,6.04,1.52,Golden State Warriors,gs,46,0.8062,0.0152
Clippers,West,2.417029642,0.028242988,46.8702,85.54,12.26,4,0.82,LA Clippers,lac,47,0.8554,0.008199999999999999
Lakers,West,2.193958641,1.681358718,44.684,72.2,15.56,6.38,1.84,Los Angeles Lakers,lal,45,0.722,0.0184
Knicks,East,1.966774918,2.822457045,46.523,91.58,17.26,6.34,3.22,New York Knicks,ny,47,0.9158,0.0322
Cavaliers,East,1.943024821,3.03059511,46.2556,90.76,17.64,6.72,3.28,Cleveland Cavaliers,cle,46,0.9076000000000001,0.032799999999999996
Suns,West,0.979554654,0.627979031,41.4686,36.28,5.26,1.96,0.48,Phoenix Suns,phx,41,0.3628,0.0048
Bulls,East,0.508378969,0.742740545,40.4778,42.08,3.6,0.98,0.26,Chicago Bulls,chi,40,0.4208,0.0026
Hawks,East,0.170218834,-0.020950321,38.7604,24.58,1.34,0.3,0.12,Atlanta Hawks,atl,39,0.2458,0.0012
Magic,East,0.136667805,-1.443438709,45.119,80.12,3.18,0.76,0.14,Orlando Magic,orl,45,0.8012,0.0014000000000000002
Kings,West,0.053861574,0.731236433,43.3334,55.96,9.76,3.56,1.08,Sacramento Kings,sac,43,0.5596,0.0108
Nets,East,0.009374704,0.799655734,41.0934,49.9,4.14,1.2,0.38,Brooklyn Nets,bkn,41,0.499,0.0038
Rockets,West,-0.582763171,-6.044671164,42.0628,35.62,0.52,<0.1,<0.1,Houston Rockets,hou,42,0.35619999999999996,0.001
Mavericks,West,-0.762847565,-0.598966078,42.8694,49.06,5.8,1.84,0.3,Dallas Mavericks,dal,43,0.49060000000000004,0.003
Raptors,East,-0.803553088,-0.869754548,36.1718,8.36,0.28,<0.1,<0.1,Toronto Raptors,tor,36,0.0836,0.001
Pacers,East,-2.278409991,-3.438399271,37.4326,13.8,0.24,<0.1,<0.1,Indiana Pacers,ind,37,0.138,0.001
Grizzlies,West,-2.587347715,-0.052746235,32.7782,0.34,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,33,0.0034000000000000002,0.001
Jazz,West,-6.367820945,-3.524925456,28.9946,<0.1,<0.1,<0.1,<0.1,Utah Jazz,uta,29,0.001,0.001
Wizards,East,-7.364151188,-3.810319777,21.4244,<0.1,<0.1,<0.1,<0.1,Washington Wizards,wsh,21,0.001,0.001
Hornets,East,-8.347684289,-7.19860254,22.2162,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,22,0.001,0.001
Blazers,West,-10.11858977,-5.36155676,20.2648,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,20,0.001,0.001
Spurs,West,-10.66844978,-11.2393647,16.5008,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,17,0.001,0.001
Pistons,East,-10.78819244,-9.155763858,13.9908,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,14,0.001,0.001
