Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,8.418703592,7.077854161,62.0442,>99.9,63.58,43.82,30.14,Boston Celtics,bos,62,0.9990000000000001,0.3014
Thunder,West,7.362604883,3.138968877,56.1136,>99.9,33.38,16.4,6.52,Oklahoma City Thunder,okc,56,0.9990000000000001,0.0652
T-Wolves,West,6.990266414,3.043183658,57.0096,>99.9,32.6,15.92,5.92,Minnesota Timberwolves,min,57,0.9990000000000001,0.0592
Cavaliers,East,6.486217003,4.983025426,55.7274,>99.9,49.46,23.56,14.3,Cleveland Cavaliers,cle,56,0.9990000000000001,0.14300000000000002
Clippers,West,6.325556258,2.692235587,55.3326,>99.9,29.8,13.84,4.96,LA Clippers,lac,55,0.9990000000000001,0.0496
Pelicans,West,5.212334733,1.891583425,49.7034,98.26,15.64,6.74,1.96,New Orleans Pelicans,no,50,0.9826,0.0196
Knicks,East,4.104516044,3.589569876,50.2536,99.6,25.44,10.52,5.28,New York Knicks,ny,50,0.996,0.0528
Bucks,East,4.013285409,2.244247567,50.896,99.7,19.58,6.76,2.76,Milwaukee Bucks,mil,51,0.997,0.0276
76ers,East,3.629921208,3.886414792,48.1898,98.04,23.96,11.14,5.54,Philadelphia 76ers,phi,48,0.9804,0.0554
Nuggets,West,2.616700453,5.637263768,53.2488,99.92,50.22,33.9,17.56,Denver Nuggets,den,53,0.9992,0.17559999999999998
Suns,West,2.548198418,1.909489837,45.9464,81.58,14.16,5.62,1.78,Phoenix Suns,phx,46,0.8158,0.0178
Pacers,East,1.8853533,-2.27064787,45.4122,87.28,2.84,0.46,0.08,Indiana Pacers,ind,45,0.8728,8e-4
Rockets,West,1.25410363,-5.211716167,39.0396,6.68,0.12,<0.1,<0.1,Houston Rockets,hou,39,0.0668,0.001
Warriors,West,0.834036469,1.600994659,42.5172,40.1,5.8,2,0.78,Golden State Warriors,gs,43,0.401,0.0078000000000000005
Mavericks,West,0.500486771,-0.39920383,45.1796,68.32,5.22,1.42,0.32,Dallas Mavericks,dal,45,0.6831999999999999,0.0032
Magic,East,0.397832627,-0.448623982,45.0058,85.56,5.52,1.32,0.26,Orlando Magic,orl,45,0.8556,0.0026
Heat,East,0.003654575,0.635007179,42.8518,76.16,6.46,1.64,0.44,Miami Heat,mia,43,0.7615999999999999,0.0044
Kings,West,-0.293152659,0.551368535,44.556,67.08,7.62,2.16,0.56,Sacramento Kings,sac,45,0.6708,0.005600000000000001
Lakers,West,-0.297514758,1.659658986,41.6538,33.88,5.3,1.96,0.5,Los Angeles Lakers,lal,42,0.33880000000000005,0.005
Bulls,East,-0.302829017,0.770398249,38.6428,29.9,2.26,0.66,0.3,Chicago Bulls,chi,39,0.299,0.003
Nets,East,-1.812587558,-1.262579863,34.5054,6.48,0.24,0.06,<0.1,Brooklyn Nets,bkn,35,0.06480000000000001,0.001
Jazz,West,-1.962703076,-2.87498659,38.655,4.18,0.14,<0.1,<0.1,Utah Jazz,uta,39,0.0418,0.001
Hawks,East,-2.573294712,-0.701464923,36.9718,16.34,0.66,0.06,<0.1,Atlanta Hawks,atl,37,0.1634,0.001
Raptors,East,-3.119028036,-1.215953365,31.654,0.94,<0.1,<0.1,<0.1,Toronto Raptors,tor,32,0.009399999999999999,0.001
Grizzlies,West,-6.309972743,-2.107010852,28.4876,<0.1,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,28,0.001,0.001
Wizards,East,-8.058859557,-5.368918072,17.4262,<0.1,<0.1,<0.1,<0.1,Washington Wizards,wsh,17,0.001,0.001
Blazers,West,-8.385487871,-7.359239831,22.9034,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,23,0.001,0.001
Pistons,East,-8.830488155,-8.70470452,15.9548,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,16,0.001,0.001
Spurs,West,-8.995988016,-10.07428531,17.176,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,17,0.001,0.001
Hornets,East,-11.52473556,-8.696048318,16.9416,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,17,0.001,0.001
