Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,9.715421505,7.330175551,63.711,>99.9,65.4,46.16,33.82,Boston Celtics,bos,64,0.9990000000000001,0.3382
76ers,East,7.083758027,5.522000687,57.0302,>99.9,51.2,25.08,16,Philadelphia 76ers,phi,57,0.9990000000000001,0.16
Nuggets,West,6.123976036,5.698665578,56.0488,>99.9,59.3,42.82,20.96,Denver Nuggets,den,56,0.9990000000000001,0.2096
T-Wolves,West,5.116286147,2.013269887,56.896,>99.9,34.76,15.36,4.64,Minnesota Timberwolves,min,57,0.9990000000000001,0.0464
Bucks,East,4.315996827,2.342324164,53.7964,99.9,20.96,7.18,3.66,Milwaukee Bucks,mil,54,0.9990000000000001,0.0366
Thunder,West,3.878270767,1.673646113,52.968,99.3,24.6,10.9,2.9,Oklahoma City Thunder,okc,53,0.993,0.028999999999999998
Pelicans,West,3.266357447,1.10051359,46.8918,85.04,15.62,6.2,1.92,New Orleans Pelicans,no,47,0.8504,0.0192
Warriors,West,2.96708783,1.366126145,46.1358,80.82,15.8,6.64,1.8,Golden State Warriors,gs,46,0.8081999999999999,0.018000000000000002
Clippers,West,2.558041628,0.037749412,47.0486,85.74,12.82,4.16,1.1,LA Clippers,lac,47,0.8573999999999999,0.011000000000000001
Lakers,West,2.273300478,1.679532884,44.5596,70.76,14.86,6.18,1.88,Los Angeles Lakers,lal,45,0.7076,0.018799999999999997
Cavaliers,East,2.073449671,2.987203766,46.8806,94.5,18.22,7,3.04,Cleveland Cavaliers,cle,47,0.945,0.0304
Knicks,East,1.943844744,2.779811179,46.1044,91.86,15.82,6,2.98,New York Knicks,ny,46,0.9186,0.0298
Heat,East,1.72523048,2.512364874,46.6992,93.36,15.72,5.52,2.52,Miami Heat,mia,47,0.9336,0.0252
Suns,West,1.440586098,0.742206443,42.7368,48.22,7.84,2.8,0.58,Phoenix Suns,phx,43,0.48219999999999996,0.0058
Bulls,East,0.671868761,0.761159836,40.6888,46.4,3.88,1.12,0.48,Chicago Bulls,chi,41,0.46399999999999997,0.0048
Hawks,East,0.129744585,-0.028500522,38.7328,25.62,1.64,0.44,0.18,Atlanta Hawks,atl,39,0.2562,0.0018
Kings,West,0.126033753,0.728749583,43.501,56.58,9.36,3.4,0.9,Sacramento Kings,sac,44,0.5658,0.009000000000000001
Raptors,East,-0.081532465,-0.635271389,37.7228,17.66,0.78,0.12,0.06,Toronto Raptors,tor,38,0.1766,6e-4
Magic,East,-0.138605348,-1.547371146,44.4026,77,3.1,0.62,0.08,Orlando Magic,orl,44,0.77,8e-4
Nets,East,-0.596851288,0.524726071,39.7304,38.06,3.02,0.76,0.22,Brooklyn Nets,bkn,40,0.38060000000000005,0.0022
Mavericks,West,-0.628200999,-0.664953152,42.4888,44.76,4.84,1.5,0.26,Dallas Mavericks,dal,42,0.4476,0.0026
Rockets,West,-0.660670107,-6.175236631,41.3788,28.34,0.18,<0.1,<0.1,Houston Rockets,hou,41,0.2834,0.001
Pacers,East,-2.150876839,-3.393554351,37.5718,15.64,0.26,<0.1,<0.1,Indiana Pacers,ind,38,0.1564,0.001
Grizzlies,West,-2.49677221,-0.052865553,32.8304,0.42,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,33,0.0042,0.001
Jazz,West,-6.032802014,-3.523703285,29.4686,<0.1,<0.1,<0.1,<0.1,Utah Jazz,uta,29,0.001,0.001
Wizards,East,-7.838989469,-4.076605718,20.521,<0.1,<0.1,<0.1,<0.1,Washington Wizards,wsh,21,0.001,0.001
Hornets,East,-8.206633525,-7.20633389,22.2198,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,22,0.001,0.001
Blazers,West,-9.936761996,-5.359942506,20.4452,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,20,0.001,0.001
Spurs,West,-10.59737334,-11.23639804,16.6186,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,17,0.001,0.001
Pistons,East,-10.64236836,-9.053151762,14.1714,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,14,0.001,0.001
