Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,10.33681845,7.983636387,65.2026,>99.9,71.78,54.34,39.76,Boston Celtics,bos,65,0.9990000000000001,0.39759999999999995
Thunder,West,9.274997915,3.974591614,58.4494,>99.9,37.22,19.34,7.62,Oklahoma City Thunder,okc,58,0.9990000000000001,0.0762
Pelicans,West,7.13485057,2.412536458,50.2666,99.4,18.56,7.22,2.24,New Orleans Pelicans,no,50,0.9940000000000001,0.022400000000000003
T-Wolves,West,7.079833899,3.700101564,56.6598,>99.9,37.16,19,7.12,Minnesota Timberwolves,min,57,0.9990000000000001,0.0712
Cavaliers,East,6.267115998,4.529065436,53.4088,>99.9,40.66,16.56,8.84,Cleveland Cavaliers,cle,53,0.9990000000000001,0.08839999999999999
Clippers,West,5.930679243,2.107357942,54.1254,>99.9,24.48,9.52,2.78,LA Clippers,lac,54,0.9990000000000001,0.0278
Bucks,East,5.648953204,3.128561216,52.577,>99.9,27.76,8.88,4.2,Milwaukee Bucks,mil,53,0.9990000000000001,0.042
Nuggets,West,2.769077119,5.832769685,54.2904,>99.9,48.9,32.68,15.68,Denver Nuggets,den,54,0.9990000000000001,0.1568
Suns,West,2.49366603,1.89312128,44.8414,67.38,9.54,3.88,0.96,Phoenix Suns,phx,45,0.6738,0.0096
Knicks,East,2.380420589,2.782281093,47.9876,98.12,16.64,6.42,2.84,New York Knicks,ny,48,0.9812000000000001,0.028399999999999998
Magic,East,1.624615352,-0.434856143,47.3832,95.86,5.86,1.16,0.28,Orlando Magic,orl,47,0.9586,0.0028000000000000004
76ers,East,1.506108374,3.577772062,46.5456,95.42,20.9,7.6,3.42,Philadelphia 76ers,phi,47,0.9542,0.0342
Heat,East,0.893484403,1.914806802,46.3046,92.88,12.96,4.12,1.8,Miami Heat,mia,46,0.9288,0.018000000000000002
Pacers,East,0.317426934,-2.419322112,43.5002,70.44,1.56,0.36,<0.1,Indiana Pacers,ind,44,0.7044,0.001
Mavericks,West,0.303258182,-0.556738183,45.1032,65.78,3.94,1.06,0.24,Dallas Mavericks,dal,45,0.6578,0.0024
Warriors,West,0.282828713,1.751913602,43.8234,48.76,6.78,2.26,0.66,Golden State Warriors,gs,44,0.4876,0.0066
Kings,West,0.27719758,0.83029442,45.8816,80.12,8.3,2.72,0.62,Sacramento Kings,sac,46,0.8012,0.0062
Lakers,West,-0.316032643,1.666852119,42.3972,37.44,5.12,2.32,0.78,Los Angeles Lakers,lal,42,0.37439999999999996,0.0078000000000000005
Bulls,East,-0.516316535,0.34053172,39.0356,30.64,1.52,0.5,0.12,Chicago Bulls,chi,39,0.3064,0.0012
Rockets,West,-0.8355336,-4.948543167,37.3226,1.02,<0.1,<0.1,<0.1,Houston Rockets,hou,37,0.0102,0.001
Nets,East,-2.971217102,-2.181154224,33.7168,6.42,0.06,<0.1,<0.1,Brooklyn Nets,bkn,34,0.0642,0.001
Raptors,East,-2.980564679,-1.325724613,31.6736,2.2,0.06,<0.1,<0.1,Toronto Raptors,tor,32,0.022000000000000002,0.001
Jazz,West,-3.032928829,-3.463841717,34.9526,0.12,<0.1,<0.1,<0.1,Utah Jazz,uta,35,0.0012,0.001
Hawks,East,-3.956043901,-0.823101559,34.3864,8.02,0.24,<0.1,<0.1,Atlanta Hawks,atl,34,0.0802,0.001
Grizzlies,West,-6.516869455,-3.107921745,27.3102,<0.1,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,27,0.001,0.001
Spurs,West,-6.765795571,-9.80628541,19.7922,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,20,0.001,0.001
Pistons,East,-8.439893499,-8.848525547,15.4994,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,15,0.001,0.001
Blazers,West,-8.469853017,-8.324194455,22.6648,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,23,0.001,0.001
Wizards,East,-9.358929194,-6.220930761,15.221,<0.1,<0.1,<0.1,<0.1,Washington Wizards,wsh,15,0.001,0.001
Hornets,East,-10.42173379,-8.229041084,19.6768,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,20,0.001,0.001
