Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,9.00779563,7.102633861,62.801,>99.9,64.12,43.76,30.48
Thunder,West,6.754897195,2.790762107,57.3354,>99.9,34.88,16.04,5.7
76ers,East,6.380096263,5.320080083,55.5412,>99.9,48.92,24.74,14.82
Nuggets,West,6.137160055,5.933959763,56.1924,>99.9,57.42,41.28,21.6
T-Wolves,West,5.737542136,2.44671888,56.342,>99.9,30.32,13.86,4.28
Clippers,West,4.969085801,1.549828701,53.0918,>99.9,22.96,9.04,2.74
Pelicans,West,4.859297316,2.073654006,49.8502,98.94,21.76,8.64,2.9
Cavaliers,East,4.277121193,3.949184872,51.3988,99.78,28.46,12.08,6.5
Knicks,East,2.912367909,3.509563744,49.0778,98.54,21.26,8.4,4.06
Bucks,East,2.60767261,2.323656776,51.1512,99.68,19.38,6.64,2.64
Heat,East,2.431565265,1.46746919,46.2334,92.24,9.96,2.66,1.12
Suns,West,1.180543065,1.118863372,44.2222,75.98,11.28,3.98,1.02
Warriors,West,-0.021510646,0.573906356,39.7478,29.04,3.54,1.2,0.22
Mavericks,West,-0.026576984,-0.63803776,43.2528,66.3,6.06,1.86,0.42
Magic,East,-0.044352554,-1.18953107,43.8056,76.28,2.88,0.58,0.22
Lakers,West,-0.187375924,1.512440623,39.951,34.26,4.8,1.8,0.5
Pacers,East,-0.234993509,-2.764628733,42.7416,67.2,1.4,0.18,<0.1
Rockets,West,-0.262217923,-5.665552815,40.5294,29.12,0.3,<0.1,<0.1
Kings,West,-0.43436532,0.299643373,42.5972,59.14,6.5,2.26,0.54
Bulls,East,-0.469277256,0.602098646,39.5234,41.56,2.66,0.66,0.16
Raptors,East,-1.093617584,-0.650389092,34.1998,7.18,0.22,0.06,<0.1
Nets,East,-2.027392312,-0.643189804,34.5054,9.06,0.42,0.14,<0.1
Hawks,East,-2.699794775,-0.972164836,34.898,8.48,0.32,0.1,<0.1
Jazz,West,-2.722868081,-2.888442796,37.4528,7.22,0.18,<0.1,<0.1
Grizzlies,West,-5.082402467,-0.513016227,30.8176,<0.1,<0.1,<0.1,<0.1
Wizards,East,-7.851456559,-4.819128988,18.432,<0.1,<0.1,<0.1,<0.1
Spurs,West,-7.851509595,-10.09490969,19.0838,<0.1,<0.1,<0.1,<0.1
Pistons,East,-9.690941979,-8.85715416,13.8418,<0.1,<0.1,<0.1,<0.1
Hornets,East,-9.711600072,-7.721953158,20.6244,<0.1,<0.1,<0.1,<0.1
Blazers,West,-10.12700012,-7.394308265,20.7582,<0.1,<0.1,<0.1,<0.1
