Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,9.465655387,7.639651008,64.4614,>99.9,68.74,50.92,36.76,Boston Celtics,bos,64,0.9990000000000001,0.3676
Thunder,West,9.201686335,3.84477293,57.9946,>99.9,36.76,18.42,7.48,Oklahoma City Thunder,okc,58,0.9990000000000001,0.0748
T-Wolves,West,6.763234575,3.752306071,57.6624,>99.9,35.76,18.94,7.4,Minnesota Timberwolves,min,58,0.9990000000000001,0.07400000000000001
Pelicans,West,6.604737831,2.293483708,49.7734,97.88,17.62,7.54,2.28,New Orleans Pelicans,no,50,0.9788,0.022799999999999997
Cavaliers,East,6.028251356,4.536329222,53.7282,>99.9,42.58,17.96,9.36,Cleveland Cavaliers,cle,54,0.9990000000000001,0.09359999999999999
Bucks,East,5.403157037,2.940306914,52.0804,>99.9,28.26,9.86,4.78,Milwaukee Bucks,mil,52,0.9990000000000001,0.0478
Clippers,West,5.375116188,2.08732158,53.1008,99.82,23.3,9,2.88,LA Clippers,lac,53,0.9982,0.0288
Suns,West,2.630697748,1.985310636,46.153,75.04,12.32,5.14,1.38,Phoenix Suns,phx,46,0.7504000000000001,0.0138
Nuggets,West,2.544790703,5.883918286,53.7524,>99.9,47.84,32.02,16.48,Denver Nuggets,den,54,0.9990000000000001,0.1648
Lakers,West,2.058664007,1.816410473,44.218,53.08,7.84,2.88,0.92,Los Angeles Lakers,lal,44,0.5307999999999999,0.0092
Knicks,East,1.706267483,2.65945568,46.9824,96.28,17.64,6.94,2.78,New York Knicks,ny,47,0.9628,0.0278
Magic,East,1.377917459,-0.638421226,47.1322,94.62,5.66,1.1,0.28,Orlando Magic,orl,47,0.9462,0.0028000000000000004
76ers,East,1.189178746,3.519989525,45.712,92.34,19.66,8.02,3.76,Philadelphia 76ers,phi,46,0.9234,0.037599999999999995
Heat,East,1.024025244,1.996487451,46.0226,92.06,13.06,4.4,1.72,Miami Heat,mia,46,0.9206,0.0172
Mavericks,West,0.805635668,-0.243789744,46.1492,69.54,4.88,1.4,0.2,Dallas Mavericks,dal,46,0.6954,0.002
Warriors,West,0.754438834,2.012066226,43.7384,40.8,6.72,2.38,0.82,Golden State Warriors,gs,44,0.408,0.008199999999999999
Pacers,East,0.751294052,-2.111288415,44.4984,78.3,2.2,0.28,0.12,Indiana Pacers,ind,44,0.7829999999999999,0.0012
Kings,West,0.443273321,0.799704842,45.192,63.44,6.96,2.28,0.48,Sacramento Kings,sac,45,0.6344,0.0048
Bulls,East,-0.136397555,0.538549758,39.6646,31.4,1.78,0.42,0.1,Chicago Bulls,chi,40,0.314,0.001
Rockets,West,-0.811170278,-5.198301984,36.7644,0.36,<0.1,<0.1,<0.1,Houston Rockets,hou,37,0.0036,0.001
Jazz,West,-2.826908967,-3.596766701,35.3746,<0.1,<0.1,<0.1,<0.1,Utah Jazz,uta,35,0.001,0.001
Raptors,East,-3.181581237,-1.217781333,31.7898,1.66,<0.1,<0.1,<0.1,Toronto Raptors,tor,32,0.0166,0.001
Nets,East,-3.295654278,-2.355136023,33.093,3.96,0.08,<0.1,<0.1,Brooklyn Nets,bkn,33,0.039599999999999996,0.001
Hawks,East,-3.714757537,-0.866191928,35.032,9.42,0.3,<0.1,<0.1,Atlanta Hawks,atl,35,0.0942,0.001
Grizzlies,West,-5.565190569,-2.586807669,29.0838,<0.1,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,29,0.001,0.001
Spurs,West,-7.460698785,-9.959877872,18.7144,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,19,0.001,0.001
Pistons,East,-8.178540977,-8.777949014,15.9688,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,16,0.001,0.001
Wizards,East,-8.804048728,-6.07849529,15.5702,<0.1,<0.1,<0.1,<0.1,Washington Wizards,wsh,16,0.001,0.001
Blazers,West,-9.772076948,-8.618764239,20.6808,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,21,0.001,0.001
Hornets,East,-10.67485124,-8.364094783,19.9118,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,20,0.001,0.001
