Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,8.989351996,7.107420279,62.7642,>99.9,63.5,43.62,30.76,Boston Celtics,bos,63,0.9990000000000001,0.30760000000000004
Thunder,West,6.763336803,2.827850392,57.1692,>99.9,34.8,15.94,5.88,Oklahoma City Thunder,okc,57,0.9990000000000001,0.0588
76ers,East,6.38556204,5.338653522,55.6476,>99.9,49.66,23.74,14.22,Philadelphia 76ers,phi,56,0.9990000000000001,0.1422
T-Wolves,West,5.798355043,2.543438653,56.434,>99.9,31.44,14.62,5.16,Minnesota Timberwolves,min,56,0.9990000000000001,0.0516
Nuggets,West,5.766347517,5.895044411,55.3888,>99.9,58.52,42.08,22.24,Denver Nuggets,den,55,0.9990000000000001,0.2224
Pelicans,West,5.051082361,2.062697184,49.9976,98.9,21.62,8.84,2.4,New Orleans Pelicans,no,50,0.9890000000000001,0.024
Clippers,West,4.686237565,1.392829498,52.4676,99.88,21.88,7.62,2.16,LA Clippers,lac,52,0.9987999999999999,0.0216
Cavaliers,East,4.182274954,3.954986276,51.2422,99.68,28.84,12.64,6.5,Cleveland Cavaliers,cle,51,0.9968,0.065
Knicks,East,2.890738576,3.560777977,48.5956,98.08,19.88,8.44,3.94,New York Knicks,ny,49,0.9808,0.0394
Bucks,East,2.692925995,2.330991654,51.2416,99.74,18.66,6.34,2.44,Milwaukee Bucks,mil,51,0.9974,0.024399999999999998
Heat,East,2.468180193,1.592665834,46.3816,93.06,11.34,3.6,1.2,Miami Heat,mia,46,0.9306,0.012
Suns,West,1.156029103,1.080531313,44.2432,76.62,10.22,3.86,1,Phoenix Suns,phx,44,0.7662,0.01
Lakers,West,0.183896587,1.489240838,40.7994,42.32,6.92,2.6,0.58,Los Angeles Lakers,lal,41,0.4232,0.0058
Mavericks,West,-0.037690431,-0.647754975,43.1782,63.8,5.14,1.58,0.24,Dallas Mavericks,dal,43,0.638,0.0024
Magic,East,-0.044788273,-1.18862393,43.7934,76.08,3.18,0.6,0.2,Orlando Magic,orl,44,0.7608,0.002
Pacers,East,-0.169649409,-2.810697501,43.1508,70.18,1.2,0.1,<0.1,Indiana Pacers,ind,43,0.7018000000000001,0.001
Rockets,West,-0.259527318,-5.677663491,40.4768,28.62,0.2,<0.1,<0.1,Houston Rockets,hou,40,0.2862,0.001
Warriors,West,-0.289461314,0.464551809,39.386,22.82,2.32,0.76,0.22,Golden State Warriors,gs,39,0.22820000000000001,0.0022
Kings,West,-0.452453039,0.239100464,42.5846,56.28,6.56,2.06,0.54,Sacramento Kings,sac,43,0.5628,0.0054
Bulls,East,-0.47549529,0.603134425,39.567,38.82,2.76,0.72,0.22,Chicago Bulls,chi,40,0.3882,0.0022
Raptors,East,-1.09597863,-0.740849242,34.1474,5.82,0.12,<0.1,<0.1,Toronto Raptors,tor,34,0.0582,0.001
Nets,East,-1.958062597,-0.497825697,34.9694,10.98,0.56,0.14,0.08,Brooklyn Nets,bkn,35,0.10980000000000001,8e-4
Jazz,West,-2.265329381,-2.698079649,38.3274,10.74,0.38,<0.1,<0.1,Utah Jazz,uta,38,0.1074,0.001
Hawks,East,-2.69695461,-0.963436676,34.848,7.6,0.3,0.06,<0.1,Atlanta Hawks,atl,35,0.076,0.001
Grizzlies,West,-5.074467894,-0.524697566,30.8532,<0.1,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,31,0.001,0.001
Spurs,West,-7.868514165,-10.10892056,18.999,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,19,0.001,0.001
Wizards,East,-7.872359062,-4.824900154,18.3596,<0.1,<0.1,<0.1,<0.1,Washington Wizards,wsh,18,0.001,0.001
Pistons,East,-9.589253751,-8.86307542,13.8468,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,14,0.001,0.001
Hornets,East,-9.713707586,-7.726531487,20.6112,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,21,0.001,0.001
Blazers,West,-10.56663609,-7.511306851,20.5286,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,21,0.001,0.001
