Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%
Celtics,East,8.442866431,6.991013375,61.2176,>99.9,63.58,45.3,31.94
76ers,East,7.364616991,5.112690098,57.3598,>99.9,48.98,23.68,14.82
Nuggets,West,5.066815126,5.355600181,53.5018,99.68,55.02,40.6,21.16
T-Wolves,West,4.607343942,1.585211794,55.7414,99.9,28.38,12.44,3.9
Lakers,West,3.285061851,1.950024089,48.1572,89.32,22.14,9.54,3.34
Bucks,East,3.260740869,2.105237056,50.885,98.64,18.78,6.6,3.2
Warriors,West,3.093334342,1.379099492,45.1074,67.66,14.62,6.12,1.92
Cavaliers,East,2.864417493,3.288500996,46.712,91.32,21.02,8.6,4.14
Heat,East,2.713822875,2.25295206,46.8236,90.48,14.92,5.34,2.3
Suns,West,2.648003326,1.516503634,46.5146,78.56,17.24,7,2.06
Thunder,West,2.539999406,0.638875484,49.4158,91.52,17.98,7.2,2.08
Knicks,East,2.408551178,2.827570311,46.0866,87.58,16.58,6.34,3.18
Clippers,West,1.968536474,-0.061307828,45.4418,69.24,9.74,3.4,0.8
Pelicans,West,1.837741991,0.874130624,46.0178,74.1,13.62,5.5,1.44
Kings,West,1.256711262,0.793373656,45.6802,70.54,12.4,5.06,1.52
Nets,East,1.162042938,1.027439397,44.3418,74.98,8.46,2.3,1.06
Hawks,East,0.42200571,0.39254533,39.5812,28.66,2.28,0.54,0.2
Raptors,East,-0.242599835,-0.491973595,38.6632,19.7,0.96,0.2,<0.1
Mavericks,West,-0.260086879,0.29919662,43.8978,53.44,8.7,3.08,0.64
Magic,East,-0.414038393,-1.749283105,44.4654,71.12,2.76,0.56,0.06
Bulls,East,-0.423822359,0.410525818,37.7492,15.82,1.26,0.46,0.2
Grizzlies,West,-2.004561573,0.005469814,32.0028,0.36,0.06,<0.1,<0.1
Pacers,East,-2.031947511,-3.531340074,39.0574,21.72,0.42,0.08,<0.1
Rockets,West,-3.093618354,-6.88726144,38.0526,5.68,0.1,<0.1,<0.1
Jazz,West,-6.454804119,-3.403055896,27.3992,<0.1,<0.1,<0.1,<0.1
Hornets,East,-6.548034012,-6.157663998,26.1088,<0.1,<0.1,<0.1,<0.1
Wizards,East,-7.078471675,-3.863986636,21.7058,<0.1,<0.1,<0.1,<0.1
Pistons,East,-9.88122243,-8.87913836,16.3944,<0.1,<0.1,<0.1,<0.1
Blazers,West,-10.73179201,-5.897385446,19.351,<0.1,<0.1,<0.1,<0.1
Spurs,West,-10.97142694,-10.58822869,16.5668,<0.1,<0.1,<0.1,<0.1
