Team,Conf.,RS,PO,W,PO%,CF%,Fin%,Champ%,Team.y,unit,wins,make_playoffs,win_finals
Celtics,East,8.588822942,7.32790531,60.7692,>99.9,64.06,47.1,35.28,Boston Celtics,bos,61,0.9990000000000001,0.3528
76ers,East,6.47201022,5.008371097,55.3958,>99.9,44.34,20.38,13.24,Philadelphia 76ers,phi,55,0.9990000000000001,0.1324
Nuggets,West,5.166367037,5.164039682,53.7934,99.8,55.54,41,19.8,Denver Nuggets,den,54,0.998,0.198
Cavaliers,East,4.620535063,3.159549601,50.4172,97.52,23.32,9.04,4.66,Cleveland Cavaliers,cle,50,0.9752,0.0466
Knicks,East,4.197915404,2.969818906,49.7456,96.48,20.22,7.9,4.1,New York Knicks,ny,50,0.9648,0.040999999999999995
Bucks,East,3.58109249,2.085730481,51.067,97.68,17.34,5.98,2.54,Milwaukee Bucks,mil,51,0.9768000000000001,0.0254
Suns,West,3.453486859,1.194748552,49.4514,94.6,23.3,9.96,2.86,Phoenix Suns,phx,49,0.946,0.0286
Heat,East,3.326120044,2.673240087,48.3954,93.08,17.4,6.06,2.92,Miami Heat,mia,48,0.9308,0.0292
Warriors,West,3.25026055,1.250579567,46.57,82.76,18.12,7.96,2.24,Golden State Warriors,gs,47,0.8276,0.022400000000000003
Lakers,West,3.120484235,1.684276497,47.6812,89.66,23.24,10.18,3.24,Los Angeles Lakers,lal,48,0.8966,0.032400000000000005
T-Wolves,West,3.116121178,0.740373651,52.6052,98.8,24.02,9.54,2.34,Minnesota Timberwolves,min,53,0.988,0.023399999999999997
Thunder,West,2.107631276,-0.148692155,48.4234,90.18,14.74,5.46,1.32,Oklahoma City Thunder,okc,48,0.9018,0.0132
Pelicans,West,1.848026679,1.126565707,45.6174,77.26,15.94,6.92,1.88,New Orleans Pelicans,no,46,0.7726000000000001,0.018799999999999997
Clippers,West,1.033306087,-0.382578386,41.747,41.52,6,1.92,0.42,LA Clippers,lac,42,0.4152,0.0042
Kings,West,0.988987022,0.449311281,44.0692,63.42,10.14,3.84,0.9,Sacramento Kings,sac,44,0.6342,0.009000000000000001
Hawks,East,0.802298214,0.592151181,42.1948,50.72,4.22,1.22,0.66,Atlanta Hawks,atl,42,0.5072,0.0066
Raptors,East,0.625427235,-0.456000044,41.5746,41.3,2.4,0.6,0.22,Toronto Raptors,tor,42,0.413,0.0022
Magic,East,0.00681578,-2.034093655,44.686,67.12,2.06,0.34,0.12,Orlando Magic,orl,45,0.6712,0.0012
Nets,East,-0.203464588,1.156080264,41.5026,45.26,4.12,1.26,0.46,Brooklyn Nets,bkn,42,0.4526,0.0046
Mavericks,West,-0.654715091,0.213430173,43.2148,56.34,8.02,2.92,0.68,Dallas Mavericks,dal,43,0.5634,0.0068000000000000005
Bulls,East,-0.790124324,-0.714699028,35.5924,6.98,0.46,0.12,<0.1,Chicago Bulls,chi,36,0.0698,0.001
Grizzlies,West,-0.942930294,0.555679128,34.7936,4.94,0.94,0.3,0.08,Memphis Grizzlies,mem,35,0.049400000000000006,8e-4
Pacers,East,-3.424508382,-4.264128986,34.8242,3.86,0.06,<0.1,<0.1,Indiana Pacers,ind,35,0.038599999999999995,0.001
Rockets,West,-5.298467194,-7.099245067,32.4774,0.58,<0.1,<0.1,<0.1,Houston Rockets,hou,32,0.0058,0.001
Jazz,West,-5.63207261,-2.586863999,28.533,0.14,<0.1,<0.1,<0.1,Utah Jazz,uta,29,0.0014000000000000002,0.001
Wizards,East,-6.115975312,-3.067035188,24.3984,<0.1,<0.1,<0.1,<0.1,Washington Wizards,wsh,24,0.001,0.001
Hornets,East,-6.967621614,-5.946559644,25.0726,<0.1,<0.1,<0.1,<0.1,Charlotte Hornets,cha,25,0.001,0.001
Pistons,East,-9.398162964,-8.024417872,18.442,<0.1,<0.1,<0.1,<0.1,Detroit Pistons,det,18,0.001,0.001
Blazers,West,-10.40988186,-7.049065741,20.6034,<0.1,<0.1,<0.1,<0.1,Portland Trail Blazers,por,21,0.001,0.001
Spurs,West,-12.12534243,-9.742168018,16.3418,<0.1,<0.1,<0.1,<0.1,San Antonio Spurs,sa,16,0.001,0.001
