Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%,Team.y,unit,make_playoffs,win_finals
Celtics,East,9.558074659,7.172902325,—,97.77498656,41.93962745,26.54137798,Boston Celtics,bos,0.9777498656,0.2654137798
Thunder,West,6.278684842,2.595669498,—,97.35557073,11.81222334,5.005809164,Oklahoma City Thunder,okc,0.9735557073,0.05005809164
76ers,East,6.21665654,5.139601223,—,97.6758889,17.63679412,9.735413393,Philadelphia 76ers,phi,0.9767588890000001,0.09735413393
Nuggets,West,6.059507537,5.698468637,—,97.43410402,36.32518241,18.57353348,Denver Nuggets,den,0.9743410402000001,0.18573533479999998
T-Wolves,West,6.020880023,2.497489065,—,97.35557073,12.59024815,4.49047155,Minnesota Timberwolves,min,0.9735557073,0.0449047155
Pelicans,West,5.404889596,1.954415785,—,87.66214577,6.836959652,2.186870081,New Orleans Pelicans,no,0.8766214577,0.02186870081
Clippers,West,3.950661003,1.105734964,—,97.05928172,11.02936159,4.589197842,LA Clippers,lac,0.9705928172,0.04589197842
Bucks,East,3.870576974,2.535062398,—,97.6058889,17.78972059,8.84828109,Milwaukee Bucks,mil,0.9760588889999999,0.0884828109
Heat,East,2.955969951,2.648603736,—,95.03502725,5.98182261,2.642172273,Miami Heat,mia,0.9503502725,0.02642172273
Knicks,East,2.675067579,3.481521196,—,93.69748714,6.509955882,3.006985444,New York Knicks,ny,0.9369748714,0.030069854440000002
Cavaliers,East,2.575932531,3.3221199280000002,—,91.74111278,5.70996647,2.714596297,Cleveland Cavaliers,cle,0.9174111277999999,0.02714596297
Suns,West,1.326059387,0.539887646,—,65.88065138,7.247461913,3.229312436,Phoenix Suns,phx,0.6588065138,0.03229312436
Mavericks,West,0.686334062,-0.357747178,—,75.68413441,3.762639587,1.466981034,Dallas Mavericks,dal,0.7568413441,0.01466981034
Magic,East,0.679923385,-1.272700696,—,81.23037702,1.319329604,0.497429447,Orlando Magic,orl,0.8123037702000001,0.0049742944700000005
Lakers,West,-0.054105948,1.420237217,100,43.18163368,3.620124077,1.751679137,Los Angeles Lakers,lal,0.4318163368,0.01751679137
Warriors,West,-0.083937863,0.604559731,—,28.14992608,2.006319793,1.056870081,Golden State Warriors,gs,0.2814992608,0.01056870081
Raptors,East,-0.441778606,-0.785611995,—,14.33348447,0.262682397,0.19074844,Toronto Raptors,tor,0.1433348447,0.0019074844
Pacers,East,-0.576975167,-2.668217213,—,69.90039612,1.469005218,0.623490517,Indiana Pacers,ind,0.6990039612,0.00623490517
Bulls,East,-0.580431732,0.379807017,—,30.34349584,0.522602662,0.29074844,Chicago Bulls,chi,0.3034349584,0.0029074844
Rockets,West,-0.827261098,-5.778025331,—,24.50714013,0.321543766,0.314124993,Houston Rockets,hou,0.2450714013,0.0031412499300000002
Kings,West,-0.88538806,0.38383257,—,65.69669444,3.510124077,1.372904582,Sacramento Kings,sac,0.6569669444,0.01372904582
Hawks,East,-1.603923818,-0.844315346,—,15.55224125,0.405127583,0.340085736,Atlanta Hawks,atl,0.15552241249999998,0.0034008573600000005
Jazz,West,-2.257379484,-2.720790411,—,14.61888037,0.249631438,0.082136475,Utah Jazz,uta,0.14618880369999998,8.2136475e-4
Nets,East,-2.616717359,-0.620548771,—,11.75794263,0.197382414,0.132316315,Brooklyn Nets,bkn,0.11757942630000001,0.0013231631499999999
Grizzlies,West,-3.920163206,-0.30494538,—,5.034415769,0.520027573,0.11091745,Memphis Grizzlies,mem,0.050344157689999995,0.0011091745
Wizards,East,-7.964812182,-4.506559977,—,0.191290285,0.085327668,<0.1,Washington Wizards,wsh,0.00191290285,0.001
Spurs,West,-9.144412574,-10.3277938,—,0.189925397,0.084076314,<0.1,San Antonio Spurs,sa,0.0018992539699999999,0.001
Pistons,East,-10.01480473,-8.961592329,—,0.15951449,0.085327668,<0.1,Detroit Pistons,det,0.0015951449,0.001
Hornets,East,-10.0923554,-7.771580759,—,3.000866343,0.085327668,<0.1,Charlotte Hornets,cha,0.030008663430000002,0.001
Blazers,West,-10.85333132,-7.361866917,—,0.189925397,0.084076314,<0.1,Portland Trail Blazers,por,0.0018992539699999999,0.001
