Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,12.13305679,8.275988127,—,98.69476695,52.59305281,34.55571572
Thunder,West,7.994121207,4.208096623,—,98.61746665,16.00228074,6.827971706
Pelicans,West,7.798363725,3.846931254,—,98.45746665,8.126887157,3.171846612
T-Wolves,West,6.616244762,4.312047564,—,98.61746665,13.8147184,5.2696277
Cavaliers,East,4.710336025,3.726695333,—,98.68476695,9.621462913,4.03089623
Nuggets,West,4.557760976,5.959668378,—,98.61746665,33.45992993,17.89013386
Bucks,East,3.945846169,3.148832395,—,98.69476695,15.89171167,7.323696949
Knicks,East,3.837364709,3.385813095,—,98.57476695,8.231462913,3.172420962
Suns,West,3.242469903,2.679173441,—,71.87340364,5.917902068,2.2896277
Clippers,West,3.171462805,1.718089194,—,98.47746665,12.15246018,5.913696949
Pacers,East,2.986558486,-0.73204869,—,93.3359778,1.200639637,0.469335335
Mavericks,West,2.267174256,0.861745176,—,93.2776705,4.168321654,1.67089623
Warriors,West,2.21033432,2.134207306,—,24.06791594,1.899847789,0.890448115
Magic,East,0.950021354,-0.012934811,—,97.35476695,1.205237801,0.472668516
Heat,East,0.885293405,2.718388562,—,93.58476695,4.893632519,2.043013386
Rockets,West,0.572060076,-2.40053898,—,4.69830569,0.172011254,0.056284388
Kings,West,0.271763048,0.320162042,—,66.29761983,1.648613294,0.439335335
Lakers,West,-0.145170117,2.018198025,100,46.99771224,2.636992993,1.148815208
Bulls,East,-0.191076412,-0.398547741,—,19.96770953,0.278425356,0.086284388
76ers,East,-1.606143962,2.839013343,—,85.77044828,5.791462913,2.210924237
Hawks,East,-1.948344333,-0.882863453,—,15.31721401,0.292867502,0.066284388
Jazz,West,-3.055411799,-4.863553376,—,—,—,—
Nets,East,-4.297913796,-3.076869617,—,<0.1,<0.1,<0.1
Spurs,West,-5.030323325,-8.989315415,—,—,—,—
Raptors,East,-6.211539782,-3.283922234,—,—,—,—
Pistons,East,-7.148145078,-8.994770762,—,—,—,—
Grizzlies,West,-7.509600378,-4.276728493,—,—,—,—
Wizards,East,-8.636840247,-7.468578511,—,—,—,—
Blazers,West,-9.931217975,-9.960155918,—,—,—,—
Hornets,East,-11.92814735,-9.262754472,—,—,—,—
