Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%,Team.y,unit,make_playoffs,win_finals
Celtics,East,9.507837282,7.527648312,—,97.43842135,46.10450285,29.92783842,Boston Celtics,bos,0.9743842135,0.2992783842
Thunder,West,9.491340978,3.973013605,—,98.31454912,14.86686789,5.558802568,Oklahoma City Thunder,okc,0.9831454911999999,0.05558802568
T-Wolves,West,6.860254309,3.698125616,—,98.31454912,13.66825022,5.381202782,Minnesota Timberwolves,min,0.9831454911999999,0.05381202782
Cavaliers,East,6.233656023,4.482652096,—,97.43842135,14.23831639,6.868802568,Cleveland Cavaliers,cle,0.9743842135,0.06868802568
Pelicans,West,6.17748459,2.274150497,—,87.64164703,4.833012164,1.847658335,New Orleans Pelicans,no,0.8764164703,0.01847658335
Clippers,West,5.158167553,2.171130547,—,98.29454912,17.51216973,8.454811128,LA Clippers,lac,0.9829454912,0.08454811127999999
Bucks,East,4.446657912,2.632118082,—,97.39842135,15.31923223,7.347848903,Milwaukee Bucks,mil,0.9739842135000001,0.07347848903
Suns,West,2.709714923,2.075536074,—,79.48261762,6.972597454,3.393924451,Phoenix Suns,phx,0.7948261762,0.03393924451
Knicks,East,2.655025736,2.983253716,—,96.66842135,9.483412435,3.687675762,New York Knicks,ny,0.9666842135,0.03687675762
Nuggets,West,2.123270607,5.769479005,—,98.25454912,29.90168034,16.02979014,Denver Nuggets,den,0.9825454911999999,0.1602979014
Lakers,West,2.027899396,1.748200398,100,46.37785129,3.273334896,1.29997778,Los Angeles Lakers,lal,0.46377851290000005,0.0129997778
76ers,East,1.59594493,3.56572397,—,94.24842135,6.464158195,3.322544089,Philadelphia 76ers,phi,0.9424842135,0.03322544089
Heat,East,1.215464099,1.482861077,—,93.61426905,4.510562856,1.66067132,Miami Heat,mia,0.9361426905000001,0.0166067132
Kings,West,0.996757357,0.77585664,—,74.14591909,2.414562555,1.037194537,Sacramento Kings,sac,0.7414591909000001,0.01037194537
Pacers,East,0.855931816,-2.215281781,—,82.20945794,1.659965714,0.458998681,Indiana Pacers,ind,0.8220945794,0.00458998681
Magic,East,0.837677563,-0.76834504,—,89.10352891,0.949270322,0.371406086,Orlando Magic,orl,0.8910352891,0.0037140608600000004
Mavericks,West,0.564898555,-0.278832103,—,74.08446244,3.308336068,1.32496667,Dallas Mavericks,dal,0.7408446244,0.013249666700000001
Warriors,West,0.212164839,1.82661084,—,39.72815326,3.051113195,1.426455859,Golden State Warriors,gs,0.3972815326,0.01426455859
Bulls,East,0.187071075,0.675112914,—,30.94026981,0.648723788,0.194132112,Chicago Bulls,chi,0.3094026981,0.00194132112
Rockets,West,-0.541718787,-5.146912584,—,2.538252261,0.111236259,0.055005149,Houston Rockets,hou,0.02538252261,5.500514900000001e-4
Jazz,West,-2.261512097,-3.375675242,—,2.822871515,0.086813128,0.084132112,Utah Jazz,uta,0.02822871515,8.4132112e-4
Raptors,East,-2.929555197,-0.951814603,—,1.989687434,0.09624552,0.051267599,Toronto Raptors,tor,0.01989687434,5.126759899999999e-4
Nets,East,-3.045310949,-2.166657333,—,5.578119915,0.148484556,<0.1,Brooklyn Nets,bkn,0.05578119915,0.001
Hawks,East,-3.697702486,-0.804584591,—,13.37253173,0.377099221,0.171406086,Atlanta Hawks,atl,0.1337253173,0.0017140608600000001
Grizzlies,West,-6.097154226,-2.505491515,—,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,0.001,0.001
Spurs,West,-8.076459548,-10.18169897,—,<0.1,<0.1,<0.1,San Antonio Spurs,sa,0.001,0.001
Pistons,East,-8.717591763,-8.768913816,—,<0.1,<0.1,<0.1,Detroit Pistons,det,0.001,0.001
Wizards,East,-9.08349148,-5.944428244,—,<0.1,<0.1,<0.1,Washington Wizards,wsh,0.001,0.001
Blazers,West,-9.715296507,-8.530270977,—,<0.1,<0.1,<0.1,Portland Trail Blazers,por,0.001,0.001
Hornets,East,-9.958623788,-7.992863336,—,<0.1,<0.1,<0.1,Charlotte Hornets,cha,0.001,0.001
