Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%,Team.y,unit,make_playoffs,win_finals
Celtics,East,10.18354365,7.437988585,—,97.30921582,40.84358681,27.02240733,Boston Celtics,bos,0.9730921582000001,0.2702240733
Thunder,West,8.247290782,3.163059953,—,97.99456746,14.3173748,5.310481466,Oklahoma City Thunder,okc,0.9799456746,0.05310481466
76ers,East,6.121124761,5.226750766,—,97.277802,18.6073369,9.920802443,Philadelphia 76ers,phi,0.9727780199999999,0.09920802443
T-Wolves,West,5.784643527,2.487715202,—,97.94681167,11.56396692,4.369454174,Minnesota Timberwolves,min,0.9794681167,0.04369454174
Clippers,West,5.530199032,1.80607541,—,97.97456746,13.71034404,5.998908349,LA Clippers,lac,0.9797456746000001,0.05998908349
Nuggets,West,5.209478293,5.750580811,—,97.98456746,34.15322308,17.41313761,Denver Nuggets,den,0.9798456745999999,0.17413137609999998
Pelicans,West,4.264738995,1.825386698,—,87.54923658,6.001080275,1.791953516,New Orleans Pelicans,no,0.8754923658,0.01791953516
Cavaliers,East,4.1643705,4.04507031,—,96.93694377,7.723971507,3.858846382,Cleveland Cavaliers,cle,0.9693694377,0.03858846382
Knicks,East,3.825100515,3.789241224,—,96.32618942,7.799952512,3.703132266,New York Knicks,ny,0.9632618942000001,0.03703132266
Bucks,East,3.085087478,2.247753774,—,97.257802,16.7366524,8.609591261,Milwaukee Bucks,mil,0.9725780199999999,0.08609591261
Suns,West,1.814449431,1.278538654,—,81.16545477,7.774085722,3.577830665,Phoenix Suns,phx,0.8116545477,0.03577830665
Rockets,West,0.735293817,-5.44739009,—,22.59914777,0.27797064,0.196254167,Houston Rockets,hou,0.22599147769999997,0.00196254167
Pacers,East,0.599710551,-2.713852687,—,85.64022189,1.705529174,0.688846382,Indiana Pacers,ind,0.8564022189,0.00688846382
Warriors,West,0.208389116,0.672727749,—,24.8459859,1.680648165,0.808846382,Golden State Warriors,gs,0.24845985899999998,0.00808846382
Magic,East,0.041163261,-1.06734995,—,75.91897839,0.960553348,0.386104041,Orlando Magic,orl,0.7591897839,0.00386104041
Lakers,West,0.024866425,1.517205594,100,43.65501867,3.882042861,1.685794494,Los Angeles Lakers,lal,0.43655018669999995,0.01685794494
Mavericks,West,-0.37015816,-0.705181722,—,62.88943102,3.362042861,1.093014635,Dallas Mavericks,dal,0.6288943102000001,0.010930146350000001
Bulls,East,-0.373676148,0.563509565,—,35.10085683,0.485668098,0.261824188,Chicago Bulls,chi,0.3510085683,0.0026182418800000003
Kings,West,-0.687343382,0.371607075,—,69.64474465,2.932725468,1.141055943,Sacramento Kings,sac,0.6964474465000001,0.01141055943
Heat,East,-1.046673715,0.783741441,—,81.33658401,4.332440641,1.543132266,Miami Heat,mia,0.8133658400999999,0.01543132266
Raptors,East,-1.629973992,-0.701260138,—,10.13926278,0.207659254,0.078901213,Toronto Raptors,tor,0.1013926278,7.8901213e-4
Nets,East,-2.02769394,-0.746600671,—,11.48231688,0.186089225,0.078901213,Brooklyn Nets,bkn,0.11482316880000001,7.8901213e-4
Jazz,West,-2.497948955,-2.76250425,—,11.44355735,0.196461843,0.103265909,Utah Jazz,uta,0.11443557350000001,0.00103265909
Hawks,East,-3.387575754,-1.229315623,—,12.30712514,0.410534123,0.316104041,Atlanta Hawks,atl,0.1230712514,0.00316104041
Grizzlies,West,-4.996457286,-0.489637841,—,4.306889976,0.148016102,<0.1,Memphis Grizzlies,mem,0.04306889976,0.001
Spurs,West,-7.697227562,-9.877953097,—,<0.1,<0.1,<0.1,San Antonio Spurs,sa,0.001,0.001
Wizards,East,-8.030034283,-4.980164969,—,<0.1,<0.1,<0.1,Washington Wizards,wsh,0.001,0.001
Blazers,West,-9.358975608,-7.347790572,—,<0.1,<0.1,<0.1,Portland Trail Blazers,por,0.001,0.001
Pistons,East,-9.530305056,-8.761220448,—,<0.1,<0.1,<0.1,Detroit Pistons,det,0.001,0.001
Hornets,East,-10.13172193,-7.992940768,—,2.966682076,<0.1,<0.1,Charlotte Hornets,cha,0.02966682076,0.001
