Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,11.83720423,8.75829254,—,100,62.23214228,41.28516194
Nuggets,West,4.539598005,6.511015227,—,100,37.09773087,19.86509376
T-Wolves,West,7.32278386,5.234816226,—,100,15.80873681,6.278018751
Thunder,West,7.368653527,4.67421427,—,100,18.68877491,7.455882591
Pelicans,West,5.335142432,3.852285474,—,100,4.234355391,1.690895849
Heat,East,2.118674128,3.613661735,—,100,2.545323379,1.167898451
Knicks,East,4.044028421,2.849101353,—,100,9.645555465,3.878018751
76ers,East,-0.967384147,2.76847795,—,100,6.090416599,2.084914718
Bucks,East,1.775420493,2.443874399,—,100,10.5856249,4.284256251
Cavaliers,East,4.103560511,2.442971395,—,100,6.354999952,2.28641875
Suns,West,4.256745987,2.306866732,—,100,5.030824538,1.734914718
Lakers,West,1.598496616,2.200873298,100,100,3.537216358,1.424509896
Clippers,West,2.800434875,1.825762096,—,100,10.17421453,3.505882591
Warriors,West,2.600828345,1.767662477,—,—,—,—
Kings,West,2.177817332,1.036200972,—,—,—,—
Mavericks,West,2.837832055,0.736120573,—,100,5.428085186,2.345588394
Pacers,East,2.52782258,-0.053431028,—,100,1.629883702,0.4847263
Magic,East,1.737029248,-0.343306932,—,100,0.915991729,0.227702422
Bulls,East,-0.341957173,-0.362335695,—,—,—,—
Rockets,West,-0.304764553,-1.888327571,—,—,—,—
Hawks,East,-4.057868796,-2.022134153,—,—,—,—
Nets,East,-3.451427171,-3.708911931,—,—,—,—
Raptors,East,-8.511390383,-4.796007106,—,—,—,—
Grizzlies,West,-7.494902417,-5.410669999,—,—,—,—
Jazz,West,-5.32537094,-5.452966736,—,—,—,—
Spurs,West,-2.62583816,-7.363420999,—,—,—,—
Wizards,East,-8.479197347,-7.89934424,—,—,—,—
Pistons,East,-7.141357521,-9.111427472,—,—,—,—
Hornets,East,-10.13267393,-9.284470217,—,—,—,—
Blazers,West,-10.4631477,-10.27416553,—,—,—,—
