Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%,Team.y,unit,make_playoffs,win_finals
Celtics,East,12.38818336,8.651054949,—,98.89468508,54.9923303,37.29815321,Boston Celtics,bos,0.9889468508,0.3729815321
T-Wolves,West,7.000506717,4.686492705,—,99.31505985,15.25332269,6.65892906,Minnesota Timberwolves,min,0.9931505985,0.0665892906
Pelicans,West,6.392139504,3.927883091,—,95.91505985,6.962400627,2.621605107,New Orleans Pelicans,no,0.9591505985000001,0.026216051070000003
Thunder,West,6.145281562,3.822110687,—,99.31505985,12.31903242,5.416667578,Oklahoma City Thunder,okc,0.9931505985,0.05416667578
Suns,West,4.99423239,2.832703091,—,80.44589142,7.182444941,2.711905413,Phoenix Suns,phx,0.8044589141999999,0.02711905413
Nuggets,West,4.601064412,6.34599934,—,99.31505985,33.6218537,17.28478558,Denver Nuggets,den,0.9931505985,0.1728478558
Mavericks,West,4.105704617,1.135650978,—,99.31505985,4.95951621,2.040000547,Dallas Mavericks,dal,0.9931505985,0.02040000547
Cavaliers,East,3.671455805,2.798564485,—,98.49468508,7.16821938,2.511842465,Cleveland Cavaliers,cle,0.9849468508,0.02511842465
Knicks,East,3.381262539,3.193715809,—,98.89468508,6.324452164,2.542623175,New York Knicks,ny,0.9889468508,0.02542623175
Clippers,West,3.307876168,1.832849591,—,99.26505985,12.71942228,5.497369861,LA Clippers,lac,0.9926505985,0.05497369861
Pacers,East,3.004624349,-0.298358571,—,94.31637606,1.894671299,0.618316967,Indiana Pacers,ind,0.9431637606,0.0061831696700000004
Bucks,East,2.371520278,2.494222163,—,98.89468508,13.77544094,5.744445964,Milwaukee Bucks,mil,0.9889468508,0.057444459639999994
Warriors,West,2.10409364,2.14722794,—,27.74863047,1.943806484,0.792623175,Golden State Warriors,gs,0.27748630469999996,0.00792623175
Magic,East,1.939961115,0.245646585,—,97.84468508,1.563437151,0.63342549,Orlando Magic,orl,0.9784468508,0.0063342549
Heat,East,1.558544437,3.133110159,—,91.54468508,6.225697173,2.310227584,Miami Heat,mia,0.9154468508,0.023102275840000002
Kings,West,1.429732667,0.720425456,—,58.84912893,1.627379053,0.699173667,Sacramento Kings,sac,0.5884912892999999,0.006991736670000001
Lakers,West,1.25434441,2.193681308,100,40.51594078,3.410778055,1.580303445,Los Angeles Lakers,lal,0.40515940780000004,0.01580303445
Bulls,East,-0.742363214,-0.53102942,—,19.95282593,0.217765716,0.05625834,Chicago Bulls,chi,0.19952825929999998,5.625834e-4
Rockets,West,-0.948245064,-2.516988668,—,<0.1,<0.1,<0.1,Houston Rockets,hou,0.001,0.001
76ers,East,-1.677928637,3.012200119,—,84.92540221,7.570176375,2.925000526,Philadelphia 76ers,phi,0.8492540221,0.02925000526
Hawks,East,-2.837878077,-1.108643797,—,16.23723642,0.267765716,0.05625834,Atlanta Hawks,atl,0.16237236419999998,5.625834e-4
Spurs,West,-3.992747667,-8.232086962,—,0,—,0,San Antonio Spurs,sa,0,0
Jazz,West,-4.237436323,-5.403967868,—,0,—,0,Utah Jazz,uta,0,0
Nets,East,-4.345054619,-3.565380952,—,0,—,0,Brooklyn Nets,bkn,0,0
Pistons,East,-6.801315671,-8.951998668,—,0,—,0,Detroit Pistons,det,0,0
Raptors,East,-7.322855447,-4.280703891,—,0,—,0,Toronto Raptors,tor,0,0
Grizzlies,West,-7.714659377,-4.653589086,—,0,—,0,Memphis Grizzlies,mem,0,0
Wizards,East,-8.714941311,-7.90679275,—,0,—,0,Washington Wizards,wsh,0,0
Blazers,West,-9.491909213,-9.747351432,—,0,—,0,Portland Trail Blazers,por,0,0
Hornets,East,-10.13697389,-9.1569756,—,0,—,0,Charlotte Hornets,cha,0,0
