Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,8.854665693,6.934688524,—,97.9961968,41.00937637,25.80579987
76ers,East,6.232485438,4.970446835,—,97.8667329,17.59324567,9.352739961
T-Wolves,West,6.21280269,2.6219801,—,97.50386176,12.43698343,5.064800886
Thunder,West,6.160688351,2.871830096,—,97.33708334,12.77698343,5.340822078
Nuggets,West,5.930642849,5.751010885,—,97.58264097,34.62415819,18.4818499
Pelicans,West,5.526752899,2.041746311,—,86.65224641,7.199623729,2.428737637
Clippers,West,4.03012738,1.128862827,—,95.36338493,10.48047514,4.377134957
Heat,East,3.551805233,2.426220414,—,93.08570257,6.036943551,2.414746473
Bucks,East,3.436956689,2.521522952,—,97.50859187,18.46703227,9.205289194
Knicks,East,2.674505489,3.31159985,—,91.37107071,6.699531412,3.119200453
Cavaliers,East,2.382826667,3.355971022,—,89.92133334,6.073486097,2.706157697
Warriors,West,0.750049769,0.764650955,—,40.48698983,2.630787961,1.158737637
Magic,East,0.630425058,-1.293317272,—,77.01482003,1.323899935,0.51837247
Suns,West,0.630288867,0.696275433,—,55.49576188,7.111835837,3.226115678
Lakers,West,0.567644031,1.389616014,100,44.26144812,3.523491714,1.694853983
Mavericks,West,0.378860149,-0.187364725,—,73.75054227,3.994190057,1.549867257
Pacers,East,0.224552314,-2.301165382,—,75.62125637,0.933412443,0.529205179
Rockets,West,-0.390654358,-5.634933053,—,29.20092316,0.431647305,0.314852057
Bulls,East,-0.584054906,0.478244986,—,28.72885904,0.509287828,0.271143649
Raptors,East,-0.67673618,-0.922508809,—,14.81612561,0.259287828,0.171143649
Kings,West,-0.726304471,0.408761867,—,69.3478081,3.911932403,1.385411039
Hawks,East,-1.265496979,-0.666438749,—,19.07893827,0.619882853,0.350872888
Nets,East,-2.428632375,-0.623857646,—,13.09116562,0.215265862,0.132622571
Jazz,West,-3.342602114,-2.971384766,—,5.615753869,0.175779464,0.082326586
Grizzlies,West,-3.766053041,-0.379307689,—,7.020515097,0.532998159,0.111174177
Wizards,East,-8.87657152,-4.527177251,—,0.192176007,0.086449295,<0.1
Spurs,West,-8.894254382,-10.475208780000001,—,0.190520136,0.084556589,<0.1
Hornets,East,-9.971231999,-7.86218452,—,3.546777778,0.086449295,<0.1
Pistons,East,-10.3838162,-9.058972071,—,0.160253082,0.086449295,<0.1
Blazers,West,-10.9036485,-7.148817457,—,0.190520136,0.084556589,<0.1
