Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,11.84176105,8.719541119,—,100,61.28946047,39.49401817
Nuggets,West,4.871384329,6.525711325,—,100,40.46999393,22.83104574
T-Wolves,West,7.398663459,5.236082081,—,100,14.93716525,6.539033717
Thunder,West,7.042559173,4.660066299,—,100,18.25574787,7.097421361
Pelicans,West,5.428702269,3.737002651,—,100,3.660489973,1.400223456
Heat,East,1.760536121,3.578399697,—,100,1.942414153,0.818400974
Knicks,East,3.814881954,2.881470447,—,100,12.86789209,4.787302199
76ers,East,-1.846803047,2.767675981,—,100,4.413349644,1.6936511
Cavaliers,East,3.946166241,2.710446493,—,100,7.731265291,2.58987729
Bucks,East,1.906790465,2.423642887,—,100,10.01253058,3.783818988
Lakers,West,1.930720101,2.368529602,100,100,2.245874545,1.09080712
Suns,West,4.47698731,2.313088362,—,100,4.840373937,1.484355812
Clippers,West,2.887943096,1.812758603,—,100,10.39184419,3.695582786
Warriors,West,2.594247911,1.769524076,—,—,—,—
Kings,West,2.331625192,1.026274454,—,—,—,—
Mavericks,West,2.921993399,0.723606916,—,100,5.198448725,2.139033717
Pacers,East,2.631653798,-0.064262701,—,100,1.181867542,0.367242304
Bulls,East,-0.232468348,-0.456022836,—,—,—,—
Magic,East,1.395645408,-0.689298127,—,100,0.561159047,0.18806891
Rockets,West,-0.293946469,-1.896755732,—,—,—,—
Hawks,East,-4.063039034,-2.023589788,—,—,—,—
Nets,East,-3.454878564,-3.719293627,—,—,—,—
Raptors,East,-8.56969481,-4.811386725,—,—,—,—
Grizzlies,West,-7.468223799,-5.405550264,—,—,—,—
Jazz,West,-5.315457905,-5.461009513,—,—,—,—
Spurs,West,-2.576216433,-7.373506204,—,—,—,—
Wizards,East,-8.099873406,-7.915926163,—,—,—,—
Pistons,East,-7.16655674,-9.126620795,—,—,—,—
Hornets,East,-10.15750016,-9.381383488,—,—,—,—
Blazers,West,-10.3497892,-10.285577,—,—,—,—
