Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,8.808025032,6.969903666,—,97.86650131,40.68616659,26.00579987
Thunder,West,6.187654398,2.767016593,—,97.22632463,13.56648899,5.230822078
Pelicans,West,6.057450383,1.924577783,—,87.4367799,7.12473091,2.308737637
Nuggets,West,6.026470273,5.755151663,—,97.43128147,35.39557116,18.9718499
T-Wolves,West,5.963764914,2.47098408,—,97.37270319,11.78946182,4.714800886
76ers,East,5.93970263,4.972862163,—,97.75725213,17.95756664,9.762739961
Clippers,West,3.805735638,1.072118504,—,94.93722655,10.28419273,4.267134957
Bucks,East,3.52599211,2.516242383,—,97.45953843,18.10425263,9.105289194
Knicks,East,2.833674115,3.306074258,—,91.81257619,6.892176842,2.979200453
Cavaliers,East,2.476195866,3.353028333,—,90.12632395,6.436632632,2.716157697
Heat,East,1.380835132,2.55045235,—,89.16538506,5.444948947,2.284746473
Warriors,West,0.748400296,0.683761339,—,36.44527742,2.272838546,1.148737637
Magic,East,0.639910704,-1.49199173,—,79.13828985,1.478075789,0.47837247
Suns,West,0.601025164,0.709767961,—,56.06041991,7.175022339,3.316115678
Lakers,West,0.504002452,1.262808963,100,43.29542556,3.229257819,1.614853983
Mavericks,West,0.408119867,-0.201369927,—,72.99538175,4.07751117,1.429867257
Bulls,East,-0.065461642,0.492887531,—,32.37801091,0.63080238,0.301143649
Kings,West,-0.124716579,0.454764953,—,75.14882323,3.923244493,1.405411039
Raptors,East,-0.129701563,-0.721189516,—,17.6431302,0.402818192,0.181143649
Rockets,West,-0.130591089,-5.683638054,—,29.75040715,0.323550812,0.314852057
Pacers,East,-0.23831978,-2.49798599,—,67.86588342,0.810593684,0.549205179
Hawks,East,-0.722712701,-0.45650151,—,22.26995039,0.62826152,0.370872888
Nets,East,-2.197062642,-0.626706617,—,12.62848774,0.2666312,0.142622571
Grizzlies,West,-3.586658239,-0.293104647,—,7.052838823,0.523273535,0.111174177
Jazz,West,-3.998116093,-3.150992452,—,4.467041991,0.145653458,0.082326586
Wizards,East,-8.716243596,-4.52366739,—,0.191656708,0.087024318,<0.1
Hornets,East,-9.02237401,-7.639870409,—,3.537193663,0.087024318,<0.1
Spurs,West,-9.605608417,-10.7506131,—,0.190034215,0.084601111,<0.1
Pistons,East,-10.47826449,-8.998269307,—,0.159820046,0.087024318,<0.1
Blazers,West,-10.74575535,-6.84440119,—,0.190034215,0.084601111,<0.1
