Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%,Team.y,unit,make_playoffs,win_finals
Celtics,East,9.086135944,7.055726308,—,97.76828062,38.85311623,24.60197869,Boston Celtics,bos,0.9776828062,0.24601978689999998
76ers,East,8.273103369,5.609632488,—,97.14385865,20.3050447,11.90915332,Philadelphia 76ers,phi,0.9714385865,0.1190915332
Nuggets,West,5.345735345,5.354759517,—,96.75103764,34.14518136,18.09745996,Denver Nuggets,den,0.9675103764,0.18097459959999998
T-Wolves,West,4.886615832,1.625446876,—,95.34708941,10.10800566,3.727604537,Minnesota Timberwolves,min,0.9534708941,0.03727604537
Bucks,East,3.249135725,2.172401977,—,96.65842868,18.75010566,9.188759227,Milwaukee Bucks,mil,0.9665842868,0.09188759227
Cavaliers,East,3.157930026,3.289541472,—,88.80517105,6.673210587,3.07320217,Cleveland Cavaliers,cle,0.8880517105,0.0307320217
Warriors,West,3.124545435,1.408850735,—,56.97733705,5.369371695,2.145396769,Golden State Warriors,gs,0.5697733705,0.02145396769
Lakers,West,2.816346976,1.847739357,100,76.23841754,8.178005656,3.562489464,Los Angeles Lakers,lal,0.7623841754,0.03562489464
Knicks,East,2.80610732,2.866572522,—,85.63046638,5.10240794,2.53320217,New York Knicks,ny,0.8563046638,0.0253320217
Thunder,West,2.590814333,0.933055085,—,88.42157495,6.749147301,1.81320217,Oklahoma City Thunder,okc,0.8842157494999999,0.0181320217
Heat,East,2.510390934,2.099216871,—,84.26928663,4.466725819,2.088449995,Miami Heat,mia,0.8426928663,0.02088449995
Clippers,West,2.331983568,0.067376478,—,75.61320307,5.888005656,2.572489464,LA Clippers,lac,0.7561320307,0.02572489464
Suns,West,2.128179978,1.25233757,—,74.58716702,13.37757615,6.338306643,Phoenix Suns,phx,0.7458716702,0.06338306643
Pelicans,West,2.083597059,0.956055239,—,67.36144468,4.754002828,1.513562292,New Orleans Pelicans,no,0.6736144468,0.015135622920000001
Nets,East,1.304056014,1.185144405,—,59.8123777,1.446475434,0.562113504,Brooklyn Nets,bkn,0.598123777,0.00562113504
Kings,West,1.254555623,0.946229578,—,75.36994838,5.362827189,1.760467563,Sacramento Kings,sac,0.7536994838,0.01760467563
Hawks,East,0.457307875,0.5868413,—,38.63731674,1.079144108,0.536804949,Atlanta Hawks,atl,0.38637316740000005,0.0053680494899999995
Mavericks,West,-0.337081024,0.315242417,—,62.40841754,4.742927863,1.797403565,Dallas Mavericks,dal,0.6240841754,0.01797403565
Bulls,East,-0.472625322,0.420398105,—,18.95594129,0.497502401,0.240486721,Chicago Bulls,chi,0.18955941289999997,0.00240486721
Magic,East,-0.566083779,-1.740249742,—,70.63680356,1.325068063,0.32520062,Orlando Magic,orl,0.7063680356,0.0032520062
Raptors,East,-0.641062532,-0.848451529,—,19.77006125,0.449709825,0.180486721,Toronto Raptors,tor,0.1977006125,0.00180486721
Grizzlies,West,-2.243246305,-0.191438522,—,3.550518237,0.371636878,0.31364351,Memphis Grizzlies,mem,0.03550518237,0.0031364351
Pacers,East,-2.436616253,-3.708341602,—,37.42400545,0.792460546,0.517250615,Indiana Pacers,ind,0.37424005450000003,0.005172506150000001
Rockets,West,-2.799264492,-6.601989528,—,23.93534755,0.599268482,0.31364351,Houston Rockets,hou,0.2393534755,0.0031364351
Jazz,West,-6.808434953,-3.705204588,—,2.498476211,0.184190746,0.082010578,Utah Jazz,uta,0.02498476211,8.2010578e-4
Wizards,East,-6.864421082,-3.592191753,—,0.476106295,0.086342895,<0.1,Washington Wizards,wsh,0.0047610629500000005,0.001
Hornets,East,-7.647246688,-6.569084168,—,3.535789399,0.086342895,<0.1,Charlotte Hornets,cha,0.03535789399,0.001
Spurs,West,-10.63029402,-10.7256005,—,0.470010376,0.084926272,<0.1,San Antonio Spurs,sa,0.00470010376,0.001
Pistons,East,-10.68640743,-9.131012162,—,0.476106295,0.086342895,<0.1,Detroit Pistons,det,0.0047610629500000005,0.001
Blazers,West,-10.73784116,-5.894629785,—,0.470010376,0.084926272,<0.1,Portland Trail Blazers,por,0.00470010376,0.001
