Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%,Team.y,unit,make_playoffs,win_finals
Celtics,East,9.599667339,7.245848794,—,97.77526097,41.58819347,26.57658985,Boston Celtics,bos,0.9777526097,0.2657658985
76ers,East,6.427757015,5.07209537,—,97.69616286,17.58936076,9.614847569,Philadelphia 76ers,phi,0.9769616286,0.09614847569
Nuggets,West,6.140577805,5.811710321,—,98.12407563,36.8866808,19.56711892,Denver Nuggets,den,0.9812407563,0.19567118919999998
T-Wolves,West,5.690628505,2.410516658,—,97.96521729,12.41385625,4.52604629,Minnesota Timberwolves,min,0.9796521729,0.0452604629
Pelicans,West,5.441408376,1.611981489,—,83.24574809,6.750224107,2.10927487,New Orleans Pelicans,no,0.8324574809,0.0210927487
Thunder,West,4.388451928,2.088354565,—,96.55131679,11.13433828,4.032264126,Oklahoma City Thunder,okc,0.9655131679,0.04032264126
Clippers,West,3.252301947,0.795413858,—,93.02766412,8.97067232,4.004847569,LA Clippers,lac,0.9302766412,0.04004847569
Bucks,East,2.821242053,2.525238976,—,97.26874978,18.14028166,8.850181855,Milwaukee Bucks,mil,0.9726874978,0.08850181855
Knicks,East,2.717506291,3.353609022,—,92.23921571,6.640492953,3.389837637,New York Knicks,ny,0.9223921571,0.03389837637
Cavaliers,East,2.349498744,3.323495527,—,87.85734693,6.206285207,2.566606859,Cleveland Cavaliers,cle,0.8785734693,0.02566606859
Warriors,West,1.681837751,0.882085402,—,45.22816249,3.440224107,1.22927487,Golden State Warriors,gs,0.4522816249,0.0122927487
Heat,East,1.544785552,2.362250403,—,89.8207421,5.520056331,2.145486984,Miami Heat,mia,0.8982074210000001,0.02145486984
Lakers,West,1.091809252,1.448930431,100,48.22253345,3.799721381,1.84576728,Los Angeles Lakers,lal,0.4822253345,0.0184576728
Suns,West,0.789353647,0.832848955,—,53.07279151,7.629954806,3.689418199,Phoenix Suns,phx,0.5307279151000001,0.03689418199
Raptors,East,0.689748669,-0.601772589,—,25.30679386,0.520548153,0.181257338,Toronto Raptors,tor,0.2530679386,0.0018125733799999998
Mavericks,West,0.64375219400000006,-0.182088643,—,74.63425411,4.026313749,1.520697527,Dallas Mavericks,dal,0.7463425411,0.01520697527
Magic,East,0.487989005,-1.363494879,—,80.08157964,1.150016568,0.498643746,Orlando Magic,orl,0.8008157964,0.00498643746
Bulls,East,0.063147509,0.458308901,—,31.0235807,0.566967775,0.261257338,Chicago Bulls,chi,0.310235807,0.00261257338
Rockets,West,-0.064491196,-5.769593663,—,34.37922137,0.469282486,0.315061209,Houston Rockets,hou,0.3437922137,0.00315061209
Kings,West,-0.581438247,0.194732726,—,64.65552563,3.421928124,1.376132063,Sacramento Kings,sac,0.6465552563,0.01376132063
Pacers,East,-0.726110994,-2.494760596,—,62.90282003,0.864122232,0.549543437,Indiana Pacers,ind,0.6290282003000001,0.00549543437
Hawks,East,-0.933193255,-0.505250613,—,19.35832494,0.670575281,0.361099326,Atlanta Hawks,atl,0.1935832494,0.00361099326
Nets,East,-1.890569502,-0.305993654,—,14.70880353,0.283513713,0.13271067,Brooklyn Nets,bkn,0.1470880353,0.0013271067
Grizzlies,West,-4.051532548,-0.49561621300000003,—,7.611088979,0.74633404,0.408643746,Memphis Grizzlies,mem,0.07611088979,0.00408643746
Jazz,West,-4.646516756,-3.369855219,—,2.800261551,0.14362442,<0.1,Utah Jazz,uta,0.028002615510000002,0.001
Hornets,East,-8.334493853,-7.373196752,—,3.530451271,0.086528633,<0.1,Charlotte Hornets,cha,0.03530451271,0.001
Wizards,East,-8.522069505,-4.460917927,—,0.238876305,0.086528633,<0.1,Washington Wizards,wsh,0.00238876305,0.001
Pistons,East,-9.626808757,-8.854963311,—,0.191291384,0.086528633,<0.1,Detroit Pistons,det,0.0019129138400000001,0.001
Spurs,West,-9.754043636,-11.17635496,—,0.2410695,0.083422567,<0.1,San Antonio Spurs,sa,0.002410695,0.001
Blazers,West,-10.99512888,-6.342303411,—,0.2410695,0.083422567,<0.1,Portland Trail Blazers,por,0.002410695,0.001
