Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%,Team.y,unit,make_playoffs,win_finals
Thunder,West,9.182811615,3.827185519,—,98.30984954,14.43057708,5.611776603,Oklahoma City Thunder,okc,0.9830984954,0.05611776603
Celtics,East,9.018410019,7.332651506,—,97.54084724,44.17512762,29.59005808,Boston Celtics,bos,0.9754084724000001,0.2959005808
T-Wolves,West,7.172162201,3.566866694,—,98.30984954,13.80057708,5.125257986,Minnesota Timberwolves,min,0.9830984954,0.05125257986
Cavaliers,East,5.991612185,4.563769241,—,97.54084724,14.41155827,6.921776603,Cleveland Cavaliers,cle,0.9754084724000001,0.06921776603
Pelicans,West,5.819087757,2.276963503,—,89.02444531,5.340162303,2.013681994,New Orleans Pelicans,no,0.8902444531,0.02013681994
Clippers,West,5.396247056,2.3757183,—,98.29984954,18.03248294,8.741031945,LA Clippers,lac,0.9829984954,0.08741031945
Bucks,East,3.920733939,2.41725636,—,97.14145095,14.5810061,7.152825556,Milwaukee Bucks,mil,0.9714145095000001,0.07152825556
Knicks,East,3.642394433,3.240932653,—,96.91145095,10.67786992,4.193008712,New York Knicks,ny,0.9691145095,0.04193008712
Suns,West,2.601171445,2.021201892,—,72.96950166,6.660519369,3.476412778,Phoenix Suns,phx,0.7296950166,0.03476412778
Nuggets,West,2.097219531,5.648991439,—,98.10984954,29.39715926,15.77225772,Denver Nuggets,den,0.9810984953999999,0.15772257720000002
76ers,East,2.096807115,3.771139362,—,94.85601664,7.527883788,3.663425538,Philadelphia 76ers,phi,0.9485601664000001,0.03663425538
Lakers,West,1.956017209,1.849589484,100,47.91469486,2.823042632,1.256591994,Los Angeles Lakers,lal,0.47914694859999996,0.012565919940000001
Mavericks,West,1.087750928,-0.053850811,—,77.32444531,3.800346246,1.335572748,Dallas Mavericks,dal,0.7732444531,0.01335572748
Heat,East,1.042243689,1.261018012,—,91.21728073,4.51893496,1.558516085,Miami Heat,mia,0.9121728072999999,0.01558516085
Pacers,East,0.890581836,-2.199306698,—,82.97955321,1.683000871,0.442338531,Indiana Pacers,ind,0.8297955321,0.00442338531
Magic,East,0.793601334,-0.532407239,—,90.03955321,1.240534895,0.352805775,Orlando Magic,orl,0.9003955320999999,0.00352805775
Warriors,West,0.646587985,1.776303546,—,44.38407423,2.988207748,1.256591994,Golden State Warriors,gs,0.44384074230000004,0.012565919940000001
Kings,West,0.449111935,0.5681784,—,69.68271582,2.510162303,0.912724454,Sacramento Kings,sac,0.6968271582,0.009127244540000001
Rockets,West,0.265948012,-5.249657259,—,3.038071508,0.130499217,0.055454316,Houston Rockets,hou,0.03038071508,5.5454316e-4
Bulls,East,-0.189193319,0.633047672,—,26.61925161,0.506085424,0.214819128,Chicago Bulls,chi,0.2661925161,0.00214819128
Jazz,West,-2.611359924,-3.345747318,—,2.632624169,0.086237912,0.084819128,Utah Jazz,uta,0.026326241690000002,8.4819128e-4
Raptors,East,-3.119356233,-1.072175768,—,2.569533092,0.08679446,<0.1,Toronto Raptors,tor,0.02569533092,0.001
Nets,East,-3.44172848,-2.087904168,—,5.945651232,0.159429637,0.053792,Brooklyn Nets,bkn,0.05945651232,5.3792e-4
Hawks,East,-4.074243844,-0.96293821,—,15.10496886,0.431747968,0.172805775,Atlanta Hawks,atl,0.1510496886,0.00172805775
Grizzlies,West,-5.581583834,-2.117568511,—,<0.1,<0.1,<0.1,Memphis Grizzlies,mem,0.001,0.001
Spurs,West,-8.095080258,-10.02141402,—,<0.1,<0.1,<0.1,San Antonio Spurs,sa,0.001,0.001
Wizards,East,-8.660963444,-5.872159525,—,<0.1,<0.1,<0.1,Washington Wizards,wsh,0.001,0.001
Pistons,East,-8.950555756,-8.994314151,—,<0.1,<0.1,<0.1,Detroit Pistons,det,0.001,0.001
Blazers,West,-9.416658307,-8.173830442,—,<0.1,<0.1,<0.1,Portland Trail Blazers,por,0.001,0.001
Hornets,East,-10.55597987,-8.238891256,—,1.533576024,<0.1,<0.1,Charlotte Hornets,cha,0.015335760240000001,0.001
