Team,Conf.,RS,PO,NBA Cup%,Playoffs%,Finals%,Champ%
Celtics,East,9.529328819,7.144700015,—,97.60177522,39.87003038,25.98569944
Thunder,West,6.808507116,2.817154393,—,97.80134953,12.42044654,5.093305144
76ers,East,6.169755927,5.406516615,—,97.50296434,20.16063829,10.60021521
T-Wolves,West,6.014236433,2.770753175,—,97.80134953,12.88678583,5.102854443
Nuggets,West,5.893450514,5.766509836,—,97.88062208,34.78912599,18.33864108
Pelicans,West,4.980530353,2.067805598,—,87.76837051,6.837831684,2.320839171
Clippers,West,4.11985785,1.197142922,—,97.5335893,11.65405007,4.876933118
Cavaliers,East,3.354413488,3.743673634,—,95.75656526,6.870137478,3.206275373
Knicks,East,3.077678986,3.500921821,—,95.35656526,6.644178721,3.033553436
Heat,East,2.710253392,1.970164613,—,93.4597924,4.419135496,1.833553436
Bucks,East,2.706980206,2.402285019,—,97.28296434,17.84799133,9.102369952
Suns,West,1.3192543,0.893822369,—,74.20949357,8.296071596,3.280853183
Mavericks,West,0.40944511,-0.443976777,—,73.11343368,3.617779086,1.186569944
Magic,East,0.188199372,-1.393413727,—,73.87154408,0.955261612,0.437142322
Warriors,West,-0.154983172,0.436251922,—,30.23311213,2.087240818,0.970839171
Lakers,West,-0.420157029,1.395924224,100,38.28204654,3.200223269,1.635426591
Rockets,West,-0.446297606,-5.795837733,—,27.07714886,0.417427616,0.198401885
Pacers,East,-0.464381417,-2.748947309,—,77.38071282,1.677910164,0.644284814
Bulls,East,-0.708985734,0.575022001,—,32.00967138,0.539295195,0.223704555
Kings,West,-0.920921763,0.267182928,—,62.46766632,3.073392914,1.29340507
Raptors,East,-0.978411199,-0.688181157,—,6.557883374,0.267331216,0.069655238
Nets,East,-1.986031894,-0.426307979,—,13.51294458,0.190115376,0.089655238
Jazz,West,-2.343471104,-2.709518509,—,11.61074385,0.188688064,0.104396004
Hawks,East,-2.466280565,-0.774008934,—,16.71661131,0.55794854,0.329563342
Grizzlies,West,-4.529060906,-0.703885282,—,4.221054841,0.530919326,<0.1
Wizards,East,-7.517860429,-4.757225304,—,<0.1,<0.1,<0.1
Spurs,West,-8.301881104,-10.21969414,—,<0.1,<0.1,<0.1
Pistons,East,-9.715239612,-8.915248732,—,<0.1,<0.1,<0.1
Hornets,East,-9.918300879,-7.877825472,—,2.989986506,<0.1,<0.1
Blazers,West,-10.16849621,-7.402282841,—,<0.1,<0.1,<0.1
